selector_label,case_count,all_truth_case_count,target0_hit_count,target1_hit_count,target2_hit_count,mean_unique_truth_hit_count,dominant_failure_label,component_balanced_weight,component_min_weight,hybrid_span_component_weight,span_bonus_weight,span_width_weight,span_target_mm,span_target_weight,gap_balance_weight,rank_sum_weight,max_rank_weight,center_weight
cb0.4_min0.4_span0.25_target70.0_tw0.25_rank0.08,12,1,6,3,10,1.5833333333333333,missing_target1,0.4,0.4,0.0,0.0,0.25,70.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min0_span0.25_target70.0_tw0.25_rank0.08,12,1,6,3,10,1.5833333333333333,missing_target1,0.4,0.0,0.0,0.0,0.25,70.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min0.8_span0.25_target70.0_tw0.25_rank0.03,12,1,5,3,10,1.5,missing_target0_target1,0.4,0.8,0.0,0.0,0.25,70.0,0.25,0.03,0.03,0.015,0.02
cb0.4_min0.8_span0.25_target70.0_tw0.25_rank0.08,12,1,5,3,10,1.5,missing_target0_target1,0.4,0.8,0.0,0.0,0.25,70.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min0_span0_target70.0_tw0.25_rank0.03,12,1,5,4,4,1.0833333333333333,missing_target0_target1_target2,0.4,0.0,0.0,0.0,0.0,70.0,0.25,0.03,0.03,0.015,0.02
cb1.2_min0_span0_target70.0_tw0.25_rank0,12,1,3,3,7,1.0833333333333333,missing_target0_target1_target2,1.2,0.0,0.0,0.0,0.0,70.0,0.25,0.03,0.0,0.0,0.02
cb0.4_min0_span0_target70.0_tw0.25_rank0,12,1,4,4,4,1.0,missing_target0_target1_target2,0.4,0.0,0.0,0.0,0.0,70.0,0.25,0.03,0.0,0.0,0.02
cb0.4_min0_span0_target70.0_tw0.25_rank0.08,12,1,4,3,4,0.9166666666666666,missing_target0_target1_target2,0.4,0.0,0.0,0.0,0.0,70.0,0.25,0.03,0.08,0.04,0.02
cb0.8_min0_span0_target70.0_tw0.25_rank0,12,1,3,3,4,0.8333333333333334,missing_target0_target1_target2,0.8,0.0,0.0,0.0,0.0,70.0,0.25,0.03,0.0,0.0,0.02
cb0.8_min0_span0_target70.0_tw0.25_rank0.03,12,1,3,3,4,0.8333333333333334,missing_target0_target1_target2,0.8,0.0,0.0,0.0,0.0,70.0,0.25,0.03,0.03,0.015,0.02
cb0.4_min0.4_span0.25_target70.0_tw0.25_rank0.03,12,0,5,3,10,1.5,missing_target1,0.4,0.4,0.0,0.0,0.25,70.0,0.25,0.03,0.03,0.015,0.02
cb0.4_min0_span0.25_target70.0_tw0.25_rank0.03,12,0,5,3,10,1.5,missing_target1,0.4,0.0,0.0,0.0,0.25,70.0,0.25,0.03,0.03,0.015,0.02
cb0.8_min0_span0.25_target70.0_tw0.25_rank0.08,12,0,5,3,10,1.5,missing_target1,0.8,0.0,0.0,0.0,0.25,70.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min0.4_span0.25_target80.0_tw0.25_rank0,12,0,4,3,11,1.5,missing_target1,0.4,0.4,0.0,0.0,0.25,80.0,0.25,0.03,0.0,0.0,0.02
cb0.4_min0.4_span0.25_target80.0_tw0.25_rank0.03,12,0,4,3,11,1.5,missing_target1,0.4,0.4,0.0,0.0,0.25,80.0,0.25,0.03,0.03,0.015,0.02
cb0.4_min0.4_span0.25_target80.0_tw0.25_rank0.08,12,0,4,3,11,1.5,missing_target1,0.4,0.4,0.0,0.0,0.25,80.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min0.8_span0.25_target80.0_tw0.25_rank0,12,0,4,3,11,1.5,missing_target1,0.4,0.8,0.0,0.0,0.25,80.0,0.25,0.03,0.0,0.0,0.02
cb0.4_min0.8_span0.25_target80.0_tw0.25_rank0.03,12,0,4,3,11,1.5,missing_target1,0.4,0.8,0.0,0.0,0.25,80.0,0.25,0.03,0.03,0.015,0.02
cb0.4_min0.8_span0.25_target80.0_tw0.25_rank0.08,12,0,4,3,11,1.5,missing_target1,0.4,0.8,0.0,0.0,0.25,80.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min0_span0.25_target80.0_tw0.25_rank0.03,12,0,4,3,11,1.5,missing_target1,0.4,0.0,0.0,0.0,0.25,80.0,0.25,0.03,0.03,0.015,0.02
cb0.4_min1.2_span0.25_target80.0_tw0.25_rank0,12,0,4,3,11,1.5,missing_target1,0.4,1.2,0.0,0.0,0.25,80.0,0.25,0.03,0.0,0.0,0.02
cb0.4_min1.2_span0.25_target80.0_tw0.25_rank0.03,12,0,4,3,11,1.5,missing_target1,0.4,1.2,0.0,0.0,0.25,80.0,0.25,0.03,0.03,0.015,0.02
cb0.8_min0.4_span0.5_target80.0_tw0.25_rank0.03,12,0,4,3,11,1.5,missing_target1,0.8,0.4,0.0,0.0,0.5,80.0,0.25,0.03,0.03,0.015,0.02
cb0.8_min0.4_span0.5_target80.0_tw0.25_rank0.08,12,0,4,3,11,1.5,missing_target1,0.8,0.4,0.0,0.0,0.5,80.0,0.25,0.03,0.08,0.04,0.02
cb0.8_min0.8_span0.5_target80.0_tw0.25_rank0.03,12,0,4,3,11,1.5,missing_target1,0.8,0.8,0.0,0.0,0.5,80.0,0.25,0.03,0.03,0.015,0.02
cb0.8_min0.8_span0.5_target80.0_tw0.25_rank0.08,12,0,4,3,11,1.5,missing_target1,0.8,0.8,0.0,0.0,0.5,80.0,0.25,0.03,0.08,0.04,0.02
cb0.8_min0_span0.5_target80.0_tw0.25_rank0.03,12,0,4,3,11,1.5,missing_target1,0.8,0.0,0.0,0.0,0.5,80.0,0.25,0.03,0.03,0.015,0.02
cb0.8_min0_span0.5_target80.0_tw0.25_rank0.08,12,0,4,3,11,1.5,missing_target1,0.8,0.0,0.0,0.0,0.5,80.0,0.25,0.03,0.08,0.04,0.02
cb0.8_min1.2_span0.5_target80.0_tw0.25_rank0.03,12,0,4,3,11,1.5,missing_target1,0.8,1.2,0.0,0.0,0.5,80.0,0.25,0.03,0.03,0.015,0.02
cb0.8_min1.2_span0.5_target80.0_tw0.25_rank0.08,12,0,4,3,11,1.5,missing_target1,0.8,1.2,0.0,0.0,0.5,80.0,0.25,0.03,0.08,0.04,0.02
cb1.2_min0.4_span0.5_target80.0_tw0.25_rank0.03,12,0,4,3,11,1.5,missing_target1,1.2,0.4,0.0,0.0,0.5,80.0,0.25,0.03,0.03,0.015,0.02
cb1.2_min0.8_span0.5_target80.0_tw0.25_rank0.03,12,0,4,3,11,1.5,missing_target1,1.2,0.8,0.0,0.0,0.5,80.0,0.25,0.03,0.03,0.015,0.02
cb1.2_min0_span0.5_target80.0_tw0.25_rank0.03,12,0,4,3,11,1.5,missing_target1,1.2,0.0,0.0,0.0,0.5,80.0,0.25,0.03,0.03,0.015,0.02
cb1.2_min1.2_span0.5_target80.0_tw0.25_rank0.03,12,0,4,3,11,1.5,missing_target1,1.2,1.2,0.0,0.0,0.5,80.0,0.25,0.03,0.03,0.015,0.02
cb0.4_min0.4_span0.25_target110.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,0.4,0.0,0.0,0.25,110.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min0.4_span0.25_target90.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,0.4,0.0,0.0,0.25,90.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min0.4_span0.5_target80.0_tw0.1_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,0.4,0.0,0.0,0.5,80.0,0.1,0.03,0.08,0.04,0.02
cb0.4_min0.4_span0.5_target80.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,0.4,0.0,0.0,0.5,80.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min0.4_span0.5_targetnone_tw0_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,0.4,0.0,0.0,0.5,,0.0,0.03,0.08,0.04,0.02
cb0.4_min0.8_span0.25_target110.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,0.8,0.0,0.0,0.25,110.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min0.8_span0.25_target90.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,0.8,0.0,0.0,0.25,90.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min0.8_span0.5_target80.0_tw0.1_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,0.8,0.0,0.0,0.5,80.0,0.1,0.03,0.08,0.04,0.02
cb0.4_min0.8_span0.5_target80.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,0.8,0.0,0.0,0.5,80.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min0.8_span0.5_targetnone_tw0_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,0.8,0.0,0.0,0.5,,0.0,0.03,0.08,0.04,0.02
cb0.4_min0_span0.25_target110.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,0.0,0.0,0.0,0.25,110.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min0_span0.25_target90.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,0.0,0.0,0.0,0.25,90.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min0_span0.5_target110.0_tw0.1_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,0.0,0.0,0.0,0.5,110.0,0.1,0.03,0.08,0.04,0.02
cb0.4_min0_span0.5_target80.0_tw0.1_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,0.0,0.0,0.0,0.5,80.0,0.1,0.03,0.08,0.04,0.02
cb0.4_min0_span0.5_target80.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,0.0,0.0,0.0,0.5,80.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min0_span0.5_target90.0_tw0.1_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,0.0,0.0,0.0,0.5,90.0,0.1,0.03,0.08,0.04,0.02
cb0.4_min1.2_span0.25_target110.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,1.2,0.0,0.0,0.25,110.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min1.2_span0.25_target90.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,1.2,0.0,0.0,0.25,90.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min1.2_span0.5_target80.0_tw0.1_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,1.2,0.0,0.0,0.5,80.0,0.1,0.03,0.08,0.04,0.02
cb0.4_min1.2_span0.5_target80.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,1.2,0.0,0.0,0.5,80.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min1.2_span0.5_targetnone_tw0_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.4,1.2,0.0,0.0,0.5,,0.0,0.03,0.08,0.04,0.02
cb0.8_min0.4_span0.5_target110.0_tw0.1_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.5,110.0,0.1,0.03,0.03,0.015,0.02
cb0.8_min0.4_span0.5_target110.0_tw0.1_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.5,110.0,0.1,0.03,0.08,0.04,0.02
cb0.8_min0.4_span0.5_target110.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.5,110.0,0.25,0.03,0.08,0.04,0.02
cb0.8_min0.4_span0.5_target80.0_tw0.1_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.5,80.0,0.1,0.03,0.03,0.015,0.02
cb0.8_min0.4_span0.5_target80.0_tw0.1_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.5,80.0,0.1,0.03,0.08,0.04,0.02
cb0.8_min0.4_span0.5_target80.0_tw0.25_rank0,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.5,80.0,0.25,0.03,0.0,0.0,0.02
cb0.8_min0.4_span0.5_target90.0_tw0.1_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.5,90.0,0.1,0.03,0.03,0.015,0.02
cb0.8_min0.4_span0.5_target90.0_tw0.1_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.5,90.0,0.1,0.03,0.08,0.04,0.02
cb0.8_min0.4_span0.5_target90.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.5,90.0,0.25,0.03,0.08,0.04,0.02
cb0.8_min0.8_span0.5_target110.0_tw0.1_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.8,0.0,0.0,0.5,110.0,0.1,0.03,0.03,0.015,0.02
cb0.8_min0.8_span0.5_target110.0_tw0.1_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.8,0.0,0.0,0.5,110.0,0.1,0.03,0.08,0.04,0.02
cb0.8_min0.8_span0.5_target110.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.8,0.0,0.0,0.5,110.0,0.25,0.03,0.08,0.04,0.02
cb0.8_min0.8_span0.5_target80.0_tw0.1_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.8,0.0,0.0,0.5,80.0,0.1,0.03,0.03,0.015,0.02
cb0.8_min0.8_span0.5_target80.0_tw0.1_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.8,0.0,0.0,0.5,80.0,0.1,0.03,0.08,0.04,0.02
cb0.8_min0.8_span0.5_target80.0_tw0.25_rank0,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.8,0.0,0.0,0.5,80.0,0.25,0.03,0.0,0.0,0.02
cb0.8_min0.8_span0.5_target90.0_tw0.1_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.8,0.0,0.0,0.5,90.0,0.1,0.03,0.03,0.015,0.02
cb0.8_min0.8_span0.5_target90.0_tw0.1_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.8,0.0,0.0,0.5,90.0,0.1,0.03,0.08,0.04,0.02
cb0.8_min0.8_span0.5_target90.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.8,0.0,0.0,0.5,90.0,0.25,0.03,0.08,0.04,0.02
cb0.8_min0_span0.5_target110.0_tw0.1_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.0,0.0,0.0,0.5,110.0,0.1,0.03,0.03,0.015,0.02
cb0.8_min0_span0.5_target110.0_tw0.1_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.0,0.0,0.0,0.5,110.0,0.1,0.03,0.08,0.04,0.02
cb0.8_min0_span0.5_target110.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.0,0.0,0.0,0.5,110.0,0.25,0.03,0.08,0.04,0.02
cb0.8_min0_span0.5_target80.0_tw0.1_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.0,0.0,0.0,0.5,80.0,0.1,0.03,0.03,0.015,0.02
cb0.8_min0_span0.5_target80.0_tw0.1_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.0,0.0,0.0,0.5,80.0,0.1,0.03,0.08,0.04,0.02
cb0.8_min0_span0.5_target90.0_tw0.1_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.0,0.0,0.0,0.5,90.0,0.1,0.03,0.03,0.015,0.02
cb0.8_min0_span0.5_target90.0_tw0.1_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.0,0.0,0.0,0.5,90.0,0.1,0.03,0.08,0.04,0.02
cb0.8_min0_span0.5_target90.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,0.0,0.0,0.0,0.5,90.0,0.25,0.03,0.08,0.04,0.02
cb0.8_min1.2_span0.5_target110.0_tw0.1_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,1.2,0.0,0.0,0.5,110.0,0.1,0.03,0.03,0.015,0.02
cb0.8_min1.2_span0.5_target110.0_tw0.1_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,1.2,0.0,0.0,0.5,110.0,0.1,0.03,0.08,0.04,0.02
cb0.8_min1.2_span0.5_target110.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,1.2,0.0,0.0,0.5,110.0,0.25,0.03,0.08,0.04,0.02
cb0.8_min1.2_span0.5_target80.0_tw0.1_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,1.2,0.0,0.0,0.5,80.0,0.1,0.03,0.03,0.015,0.02
cb0.8_min1.2_span0.5_target80.0_tw0.1_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,1.2,0.0,0.0,0.5,80.0,0.1,0.03,0.08,0.04,0.02
cb0.8_min1.2_span0.5_target80.0_tw0.25_rank0,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,1.2,0.0,0.0,0.5,80.0,0.25,0.03,0.0,0.0,0.02
cb0.8_min1.2_span0.5_target90.0_tw0.1_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,1.2,0.0,0.0,0.5,90.0,0.1,0.03,0.03,0.015,0.02
cb0.8_min1.2_span0.5_target90.0_tw0.1_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,1.2,0.0,0.0,0.5,90.0,0.1,0.03,0.08,0.04,0.02
cb0.8_min1.2_span0.5_target90.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,0.8,1.2,0.0,0.0,0.5,90.0,0.25,0.03,0.08,0.04,0.02
cb1.2_min0.4_span0.5_target110.0_tw0.25_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,0.4,0.0,0.0,0.5,110.0,0.25,0.03,0.03,0.015,0.02
cb1.2_min0.4_span0.5_target110.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,0.4,0.0,0.0,0.5,110.0,0.25,0.03,0.08,0.04,0.02
cb1.2_min0.4_span0.5_target80.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,0.4,0.0,0.0,0.5,80.0,0.25,0.03,0.08,0.04,0.02
cb1.2_min0.4_span0.5_target90.0_tw0.25_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,0.4,0.0,0.0,0.5,90.0,0.25,0.03,0.03,0.015,0.02
cb1.2_min0.4_span0.5_target90.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,0.4,0.0,0.0,0.5,90.0,0.25,0.03,0.08,0.04,0.02
cb1.2_min0.8_span0.5_target110.0_tw0.25_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,0.8,0.0,0.0,0.5,110.0,0.25,0.03,0.03,0.015,0.02
cb1.2_min0.8_span0.5_target110.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,0.8,0.0,0.0,0.5,110.0,0.25,0.03,0.08,0.04,0.02
cb1.2_min0.8_span0.5_target80.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,0.8,0.0,0.0,0.5,80.0,0.25,0.03,0.08,0.04,0.02
cb1.2_min0.8_span0.5_target90.0_tw0.25_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,0.8,0.0,0.0,0.5,90.0,0.25,0.03,0.03,0.015,0.02
cb1.2_min0.8_span0.5_target90.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,0.8,0.0,0.0,0.5,90.0,0.25,0.03,0.08,0.04,0.02
cb1.2_min0_span0.5_target110.0_tw0.25_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,0.0,0.0,0.0,0.5,110.0,0.25,0.03,0.03,0.015,0.02
cb1.2_min0_span0.5_target110.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,0.0,0.0,0.0,0.5,110.0,0.25,0.03,0.08,0.04,0.02
cb1.2_min0_span0.5_target80.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,0.0,0.0,0.0,0.5,80.0,0.25,0.03,0.08,0.04,0.02
cb1.2_min0_span0.5_target90.0_tw0.25_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,0.0,0.0,0.0,0.5,90.0,0.25,0.03,0.03,0.015,0.02
cb1.2_min0_span0.5_target90.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,0.0,0.0,0.0,0.5,90.0,0.25,0.03,0.08,0.04,0.02
cb1.2_min1.2_span0.5_target110.0_tw0.25_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,1.2,0.0,0.0,0.5,110.0,0.25,0.03,0.03,0.015,0.02
cb1.2_min1.2_span0.5_target110.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,1.2,0.0,0.0,0.5,110.0,0.25,0.03,0.08,0.04,0.02
cb1.2_min1.2_span0.5_target80.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,1.2,0.0,0.0,0.5,80.0,0.25,0.03,0.08,0.04,0.02
cb1.2_min1.2_span0.5_target90.0_tw0.25_rank0.03,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,1.2,0.0,0.0,0.5,90.0,0.25,0.03,0.03,0.015,0.02
cb1.2_min1.2_span0.5_target90.0_tw0.25_rank0.08,12,0,4,2,11,1.4166666666666667,missing_target0_target1,1.2,1.2,0.0,0.0,0.5,90.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min0.4_span0.25_target70.0_tw0.1_rank0.03,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.4,0.4,0.0,0.0,0.25,70.0,0.1,0.03,0.03,0.015,0.02
cb0.4_min0.4_span0.25_target70.0_tw0.1_rank0.08,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.4,0.4,0.0,0.0,0.25,70.0,0.1,0.03,0.08,0.04,0.02
cb0.4_min0.4_span0.25_target70.0_tw0.25_rank0,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.4,0.4,0.0,0.0,0.25,70.0,0.25,0.03,0.0,0.0,0.02
cb0.4_min0.4_span0.25_target80.0_tw0.1_rank0.03,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.4,0.4,0.0,0.0,0.25,80.0,0.1,0.03,0.03,0.015,0.02
cb0.4_min0.4_span0.25_target80.0_tw0.1_rank0.08,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.4,0.4,0.0,0.0,0.25,80.0,0.1,0.03,0.08,0.04,0.02
cb0.4_min0.8_span0.25_target80.0_tw0.1_rank0.03,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.4,0.8,0.0,0.0,0.25,80.0,0.1,0.03,0.03,0.015,0.02
cb0.4_min0_span0.25_target70.0_tw0.1_rank0.03,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.4,0.0,0.0,0.0,0.25,70.0,0.1,0.03,0.03,0.015,0.02
cb0.4_min0_span0.25_target70.0_tw0.1_rank0.08,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.4,0.0,0.0,0.0,0.25,70.0,0.1,0.03,0.08,0.04,0.02
cb0.4_min0_span0.25_target70.0_tw0.25_rank0,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.4,0.0,0.0,0.0,0.25,70.0,0.25,0.03,0.0,0.0,0.02
cb0.4_min0_span0.25_target80.0_tw0.1_rank0.03,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.4,0.0,0.0,0.0,0.25,80.0,0.1,0.03,0.03,0.015,0.02
cb0.4_min0_span0.25_target80.0_tw0.1_rank0.08,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.4,0.0,0.0,0.0,0.25,80.0,0.1,0.03,0.08,0.04,0.02
cb0.4_min0_span0.25_target80.0_tw0.25_rank0.08,12,0,4,3,10,1.4166666666666667,missing_target1,0.4,0.0,0.0,0.0,0.25,80.0,0.25,0.03,0.08,0.04,0.02
cb0.4_min0_span0.5_target80.0_tw0.25_rank0.03,12,0,4,3,10,1.4166666666666667,missing_target1,0.4,0.0,0.0,0.0,0.5,80.0,0.25,0.03,0.03,0.015,0.02
cb0.8_min0.4_span0.25_target70.0_tw0.1_rank0,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.25,70.0,0.1,0.03,0.0,0.0,0.02
cb0.8_min0.4_span0.25_target70.0_tw0.1_rank0.03,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.25,70.0,0.1,0.03,0.03,0.015,0.02
cb0.8_min0.4_span0.25_target70.0_tw0.25_rank0,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.25,70.0,0.25,0.03,0.0,0.0,0.02
cb0.8_min0.4_span0.25_target70.0_tw0.25_rank0.03,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.25,70.0,0.25,0.03,0.03,0.015,0.02
cb0.8_min0.4_span0.25_target70.0_tw0.25_rank0.08,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.25,70.0,0.25,0.03,0.08,0.04,0.02
cb0.8_min0.4_span0.25_target80.0_tw0.1_rank0,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.25,80.0,0.1,0.03,0.0,0.0,0.02
cb0.8_min0.4_span0.25_target80.0_tw0.1_rank0.03,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.25,80.0,0.1,0.03,0.03,0.015,0.02
cb0.8_min0.4_span0.25_target80.0_tw0.1_rank0.08,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.25,80.0,0.1,0.03,0.08,0.04,0.02
cb0.8_min0.4_span0.25_target80.0_tw0.25_rank0,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.25,80.0,0.25,0.03,0.0,0.0,0.02
cb0.8_min0.4_span0.25_target80.0_tw0.25_rank0.03,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.25,80.0,0.25,0.03,0.03,0.015,0.02
cb0.8_min0.4_span0.25_target80.0_tw0.25_rank0.08,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.25,80.0,0.25,0.03,0.08,0.04,0.02
cb0.8_min0.4_span0.25_targetnone_tw0_rank0.03,12,0,4,3,10,1.4166666666666667,missing_target0_target1,0.8,0.4,0.0,0.0,0.25,,0.0,0.03,0.03,0.015,0.02
