source_label,source_path,evidence_scope,family,spacing_mm,source_count,tx_rx_offset_mm,seed,case_label,case_kind,run_name,best_x_mm,best_z_mm,best_radius_mm,truth_x_mm,truth_z_mm,truth_radius_mm,x_abs_error_mm,radius_abs_error_mm,truth_geometry,confidence_label,radius_margin_abs,best_misfit,ambiguity_x_width_mm,ambiguity_radius_width_mm
close14_sources4_5_7_txrx45_seed34_noise_boundary,outputs/experiments/356_coordinate_confidence_close14_seed34_noise15p361328125_sources4_5_7_aggregate/data/coordinate_confidence_aggregate.csv,single_seed_source_count_noise_boundary_context,close14,14.0,4,45.0,34,source_mismatch_noise15p361328125_seed34,source_mismatch,coordinate_optimizer_close14_seed34_sources4_txrx45_noise15p361328125_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.004942514564128586,0.11916292571960159,0.0,0.0
close14_sources4_5_7_txrx45_seed34_noise_boundary,outputs/experiments/356_coordinate_confidence_close14_seed34_noise15p361328125_sources4_5_7_aggregate/data/coordinate_confidence_aggregate.csv,single_seed_source_count_noise_boundary_context,close14,14.0,5,45.0,34,noise15p361328125_seed34,nominal,coordinate_optimizer_close14_seed34_sources5_txrx45_noise15p361328125_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.001499984906299226,0.06933381807787915,1.0,0.0
close14_sources4_5_7_txrx45_seed34_noise_boundary,outputs/experiments/356_coordinate_confidence_close14_seed34_noise15p361328125_sources4_5_7_aggregate/data/coordinate_confidence_aggregate.csv,single_seed_source_count_noise_boundary_context,close14,14.0,5,45.0,34,source_mismatch_noise15p361328125_seed34,source_mismatch,coordinate_optimizer_close14_seed34_sources5_txrx45_noise15p361328125_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.002449866917730581,0.08776370660409168,1.0,0.0
close14_sources4_5_7_txrx45_seed34_noise_boundary,outputs/experiments/356_coordinate_confidence_close14_seed34_noise15p361328125_sources4_5_7_aggregate/data/coordinate_confidence_aggregate.csv,single_seed_source_count_noise_boundary_context,close14,14.0,7,45.0,34,noise15p361328125_seed34,nominal,coordinate_optimizer_close14_seed34_sources7_txrx45_noise15p361328125_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.0025572873912654004,0.06929916648198932,1.0,0.0
close14_sources4_5_7_txrx45_seed34_noise_boundary,outputs/experiments/356_coordinate_confidence_close14_seed34_noise15p361328125_sources4_5_7_aggregate/data/coordinate_confidence_aggregate.csv,single_seed_source_count_noise_boundary_context,close14,14.0,7,45.0,34,source_mismatch_noise15p361328125_seed34,source_mismatch,coordinate_optimizer_close14_seed34_sources7_txrx45_noise15p361328125_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.004399314533652582,0.09363816936389732,0.0,0.0
close14_sources5_txrx45_three_seed_noise_boundary,outputs/experiments/1296_coordinate_confidence_close14_target2_sources5_txrx45_seed13_21_34_probe_aggregate/data/coordinate_confidence_aggregate.csv,three_seed_source5_noise_boundary_context,close14,14.0,5,45.0,13,noise15p361328125_seed13,nominal,coordinate_optimizer_close14_seed13_sources5_txrx45_noise15p361328125_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.0020205623825978736,0.0708555391577564,1.0,0.0
close14_sources5_txrx45_three_seed_noise_boundary,outputs/experiments/1296_coordinate_confidence_close14_target2_sources5_txrx45_seed13_21_34_probe_aggregate/data/coordinate_confidence_aggregate.csv,three_seed_source5_noise_boundary_context,close14,14.0,5,45.0,13,source_mismatch_noise15p361328125_seed13,source_mismatch,coordinate_optimizer_close14_seed13_sources5_txrx45_noise15p361328125_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.0024582808550777796,0.087896474371263,1.0,0.0
close14_sources5_txrx45_three_seed_noise_boundary,outputs/experiments/1296_coordinate_confidence_close14_target2_sources5_txrx45_seed13_21_34_probe_aggregate/data/coordinate_confidence_aggregate.csv,three_seed_source5_noise_boundary_context,close14,14.0,5,45.0,21,noise15p361328125_seed21,nominal,coordinate_optimizer_close14_seed21_sources5_txrx45_noise15p361328125_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.0018529287213179813,0.06873357877751843,1.0,0.0
close14_sources5_txrx45_three_seed_noise_boundary,outputs/experiments/1296_coordinate_confidence_close14_target2_sources5_txrx45_seed13_21_34_probe_aggregate/data/coordinate_confidence_aggregate.csv,three_seed_source5_noise_boundary_context,close14,14.0,5,45.0,21,source_mismatch_noise15p361328125_seed21,source_mismatch,coordinate_optimizer_close14_seed21_sources5_txrx45_noise15p361328125_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.0023997652132344005,0.08817703081122093,1.0,0.0
close14_sources5_txrx45_three_seed_noise_boundary,outputs/experiments/1296_coordinate_confidence_close14_target2_sources5_txrx45_seed13_21_34_probe_aggregate/data/coordinate_confidence_aggregate.csv,three_seed_source5_noise_boundary_context,close14,14.0,5,45.0,34,noise15p361328125_seed34,nominal,coordinate_optimizer_close14_seed34_sources5_txrx45_noise15p361328125_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.001499984906299226,0.06933381807787915,1.0,0.0
close14_sources5_txrx45_three_seed_noise_boundary,outputs/experiments/1296_coordinate_confidence_close14_target2_sources5_txrx45_seed13_21_34_probe_aggregate/data/coordinate_confidence_aggregate.csv,three_seed_source5_noise_boundary_context,close14,14.0,5,45.0,34,source_mismatch_noise15p361328125_seed34,source_mismatch,coordinate_optimizer_close14_seed34_sources5_txrx45_noise15p361328125_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.002449866917730581,0.08776370660409168,1.0,0.0
