config_key,assignment_policy_key,assignment_method,span_bonus_weight,background_mode,top_k,separation_profile,time_offset_family,candidate_budget,min_x_separation_mm,case_count,assigned_case_count,all_truth_case_count,unique_all_truth_case_count,unique_target0_hit_count,unique_target1_hit_count,unique_target2_hit_count,mean_unique_truth_hit_count,mean_elapsed_time_s
none_top80_moderate12_single667,top20_minx45_span2,span2,2.0,none,80,moderate12,single667,20,45.0,12,8,0,0,0,3,2,0.4166666666666667,0.0005385080973307291
none_top80_moderate12_wide,top20_minx45,score,0.0,none,80,moderate12,wide,20,45.0,12,7,0,0,1,2,2,0.4166666666666667,0.000526726245880127
mean_top20_dense4_single667,top40_minx8_span2,span2,2.0,mean,20,dense4,single667,40,8.0,12,12,0,0,0,5,0,0.4166666666666667,0.0006795724232991537
mean_top20_distinct20_single667,top40_minx8_span1,span1,1.0,mean,20,distinct20,single667,40,8.0,12,12,0,0,2,1,2,0.4166666666666667,0.0006203254063924154
mean_top20_distinct20_single667,top40_minx8_span2,span2,2.0,mean,20,distinct20,single667,40,8.0,12,12,0,0,2,1,2,0.4166666666666667,0.0006191134452819824
mean_top40_distinct20_single667,top40_minx8_span1,span1,1.0,mean,40,distinct20,single667,40,8.0,12,12,0,0,2,1,2,0.4166666666666667,0.0006457368532816569
mean_top40_distinct20_single667,top40_minx8_span2,span2,2.0,mean,40,distinct20,single667,40,8.0,12,12,0,0,2,1,2,0.4166666666666667,0.0006454586982727051
mean_top80_distinct20_single667,top40_minx8_span1,span1,1.0,mean,80,distinct20,single667,40,8.0,12,12,0,0,2,1,2,0.4166666666666667,0.0006452600161234537
mean_top80_distinct20_single667,top40_minx8_span2,span2,2.0,mean,80,distinct20,single667,40,8.0,12,12,0,0,2,1,2,0.4166666666666667,0.0006498893102010092
median_top20_dense4_single667,top40_minx8_span0p5,span0p5,0.5,median,20,dense4,single667,40,8.0,12,12,0,0,0,4,1,0.4166666666666667,0.0007088581720987955
median_top20_dense4_single667,top40_minx8_span1,span1,1.0,median,20,dense4,single667,40,8.0,12,12,0,0,0,4,1,0.4166666666666667,0.0007094740867614746
none_top20_dense4_single667,top40_minx8_span0p5,span0p5,0.5,none,20,dense4,single667,40,8.0,12,12,0,0,0,5,0,0.4166666666666667,0.0006364186604817709
none_top20_dense4_single667,top40_minx8_span1,span1,1.0,none,20,dense4,single667,40,8.0,12,12,0,0,0,5,0,0.4166666666666667,0.0006376902262369791
none_top20_dense4_single667,top40_minx8_span2,span2,2.0,none,20,dense4,single667,40,8.0,12,12,0,0,0,5,0,0.4166666666666667,0.000636140505472819
none_top40_moderate12_wide,top40_minx8_span1,span1,1.0,none,40,moderate12,wide,40,8.0,12,12,0,0,1,2,2,0.4166666666666667,0.003988107045491536
none_top80_moderate12_wide,top40_minx8_span1,span1,1.0,none,80,moderate12,wide,40,8.0,12,12,0,0,1,2,2,0.4166666666666667,0.004003266493479411
mean_top20_dense4_baseline,top40_minx12_span0p5,span0p5,0.5,mean,20,dense4,baseline,40,12.0,12,9,0,0,0,3,2,0.4166666666666667,0.0005312760670979818
mean_top20_dense4_baseline,top40_minx12_span1,span1,1.0,mean,20,dense4,baseline,40,12.0,12,9,0,0,0,3,2,0.4166666666666667,0.0005307594935099283
mean_top20_dense4_single667,top40_minx12,score,0.0,mean,20,dense4,single667,40,12.0,12,12,0,0,0,4,1,0.4166666666666667,0.0005475282669067383
mean_top20_dense4_single667,top40_minx12_span0p5,span0p5,0.5,mean,20,dense4,single667,40,12.0,12,12,0,0,0,4,1,0.4166666666666667,0.0005797147750854492
mean_top20_dense4_single667,top40_minx12_span1,span1,1.0,mean,20,dense4,single667,40,12.0,12,12,0,0,0,4,1,0.4166666666666667,0.0005778868993123373
mean_top20_dense4_single667,top40_minx12_span2,span2,2.0,mean,20,dense4,single667,40,12.0,12,12,0,0,0,5,0,0.4166666666666667,0.000580132007598877
mean_top20_distinct20_single667,top40_minx12_span2,span2,2.0,mean,20,distinct20,single667,40,12.0,12,12,0,0,2,1,2,0.4166666666666667,0.0005726019541422526
mean_top40_dense4_single667,top40_minx12,score,0.0,mean,40,dense4,single667,40,12.0,12,12,0,0,0,4,1,0.4166666666666667,0.00523829460144043
mean_top40_dense4_single667,top40_minx12_span1,span1,1.0,mean,40,dense4,single667,40,12.0,12,12,0,0,3,2,0,0.4166666666666667,0.006051063537597656
mean_top40_distinct20_single667,top40_minx12_span2,span2,2.0,mean,40,distinct20,single667,40,12.0,12,12,0,0,2,1,2,0.4166666666666667,0.0005973577499389648
mean_top80_dense4_single667,top40_minx12,score,0.0,mean,80,dense4,single667,40,12.0,12,12,0,0,0,4,1,0.4166666666666667,0.005257328351338704
mean_top80_dense4_single667,top40_minx12_span1,span1,1.0,mean,80,dense4,single667,40,12.0,12,12,0,0,3,2,0,0.4166666666666667,0.006088356177012126
mean_top80_distinct20_single667,top40_minx12_span2,span2,2.0,mean,80,distinct20,single667,40,12.0,12,12,0,0,2,1,2,0.4166666666666667,0.0005921522776285807
median_top20_dense4_baseline,top40_minx12,score,0.0,median,20,dense4,baseline,40,12.0,12,5,0,0,0,3,2,0.4166666666666667,0.0005250374476114908
median_top20_dense4_baseline,top40_minx12_span0p5,span0p5,0.5,median,20,dense4,baseline,40,12.0,12,5,0,0,0,3,2,0.4166666666666667,0.0005300641059875488
median_top20_dense4_baseline,top40_minx12_span1,span1,1.0,median,20,dense4,baseline,40,12.0,12,5,0,0,0,3,2,0.4166666666666667,0.0005285541216532389
median_top20_dense4_baseline,top40_minx12_span2,span2,2.0,median,20,dense4,baseline,40,12.0,12,5,0,0,0,3,2,0.4166666666666667,0.000530540943145752
median_top40_dense4_single667,top40_minx12,score,0.0,median,40,dense4,single667,40,12.0,12,12,0,0,0,4,1,0.4166666666666667,0.005330344041188558
median_top80_dense4_single667,top40_minx12,score,0.0,median,80,dense4,single667,40,12.0,12,12,0,0,0,4,1,0.4166666666666667,0.0053484439849853516
none_top20_dense4_wide,top40_minx12,score,0.0,none,20,dense4,wide,40,12.0,12,7,0,0,0,3,2,0.4166666666666667,0.0005525747934977213
none_top40_moderate12_wide,top40_minx12_span1,span1,1.0,none,40,moderate12,wide,40,12.0,12,12,0,0,1,3,1,0.4166666666666667,0.0037326812744140625
none_top40_moderate12_wide,top40_minx12_span2,span2,2.0,none,40,moderate12,wide,40,12.0,12,12,1,0,1,2,2,0.4166666666666667,0.0037398735682169595
none_top80_moderate12_wide,top40_minx12_span1,span1,1.0,none,80,moderate12,wide,40,12.0,12,12,0,0,1,3,1,0.4166666666666667,0.0037508408228556314
none_top80_moderate12_wide,top40_minx12_span2,span2,2.0,none,80,moderate12,wide,40,12.0,12,12,1,0,1,2,2,0.4166666666666667,0.0037381649017333984
mean_top20_dense4_wide,top40_minx20,score,0.0,mean,20,dense4,wide,40,20.0,12,3,0,0,0,3,2,0.4166666666666667,0.0005122224489847819
mean_top20_dense4_wide,top40_minx20_span0p5,span0p5,0.5,mean,20,dense4,wide,40,20.0,12,3,0,0,0,3,2,0.4166666666666667,0.0005220572153727213
mean_top20_dense4_wide,top40_minx20_span1,span1,1.0,mean,20,dense4,wide,40,20.0,12,3,0,0,0,3,2,0.4166666666666667,0.0005204876263936361
mean_top20_distinct20_single667,top40_minx20_span2,span2,2.0,mean,20,distinct20,single667,40,20.0,12,12,0,0,2,1,2,0.4166666666666667,0.0005200505256652832
mean_top20_moderate12_single667,top40_minx20,score,0.0,mean,20,moderate12,single667,40,20.0,12,12,0,0,2,3,0,0.4166666666666667,0.0006111661593119303
mean_top20_moderate12_single667,top40_minx20_span1,span1,1.0,mean,20,moderate12,single667,40,20.0,12,12,0,0,3,2,0,0.4166666666666667,0.0006965796152750651
mean_top20_moderate12_single667,top40_minx20_span2,span2,2.0,mean,20,moderate12,single667,40,20.0,12,12,0,0,2,2,1,0.4166666666666667,0.0006945331891377767
mean_top40_distinct20_single667,top40_minx20_span2,span2,2.0,mean,40,distinct20,single667,40,20.0,12,12,0,0,2,1,2,0.4166666666666667,0.000541845957438151
mean_top40_moderate12_single667,top40_minx20,score,0.0,mean,40,moderate12,single667,40,20.0,12,12,0,0,2,3,0,0.4166666666666667,0.003178199132283529
mean_top40_moderate12_single667,top40_minx20_span1,span1,1.0,mean,40,moderate12,single667,40,20.0,12,12,0,0,3,2,0,0.4166666666666667,0.0037163098653157554
mean_top80_distinct20_single667,top40_minx20_span2,span2,2.0,mean,80,distinct20,single667,40,20.0,12,12,0,0,2,1,2,0.4166666666666667,0.0005378325780232748
mean_top80_moderate12_single667,top40_minx20,score,0.0,mean,80,moderate12,single667,40,20.0,12,12,0,0,2,3,0,0.4166666666666667,0.0031681458155314126
mean_top80_moderate12_single667,top40_minx20_span1,span1,1.0,mean,80,moderate12,single667,40,20.0,12,12,0,0,3,2,0,0.4166666666666667,0.003710011641184489
none_top20_distinct20_wide,top40_minx20_span2,span2,2.0,none,20,distinct20,wide,40,20.0,12,12,1,0,3,0,2,0.4166666666666667,0.00039650996526082355
none_top40_dense4_wide,top40_minx20_span0p5,span0p5,0.5,none,40,dense4,wide,40,20.0,12,9,0,0,0,3,2,0.4166666666666667,0.004711071650187175
none_top40_dense4_wide,top40_minx20_span1,span1,1.0,none,40,dense4,wide,40,20.0,12,9,0,0,0,3,2,0.4166666666666667,0.004690766334533691
none_top40_dense4_wide,top40_minx20_span2,span2,2.0,none,40,dense4,wide,40,20.0,12,9,0,0,0,3,2,0.4166666666666667,0.004706660906473796
none_top40_distinct20_wide,top40_minx20_span2,span2,2.0,none,40,distinct20,wide,40,20.0,12,12,1,0,3,0,2,0.4166666666666667,0.0003968477249145508
none_top80_dense4_wide,top40_minx20_span0p5,span0p5,0.5,none,80,dense4,wide,40,20.0,12,9,0,0,0,3,2,0.4166666666666667,0.004704177379608154
none_top80_dense4_wide,top40_minx20_span1,span1,1.0,none,80,dense4,wide,40,20.0,12,9,0,0,0,3,2,0.4166666666666667,0.004694898923238118
none_top80_dense4_wide,top40_minx20_span2,span2,2.0,none,80,dense4,wide,40,20.0,12,9,0,0,0,3,2,0.4166666666666667,0.0047156016031901045
none_top80_distinct20_wide,top40_minx20_span2,span2,2.0,none,80,distinct20,wide,40,20.0,12,12,1,0,3,0,2,0.4166666666666667,0.00039656956990559894
mean_top20_distinct20_single667,top40_minx45,score,0.0,mean,20,distinct20,single667,40,45.0,12,8,0,0,1,2,2,0.4166666666666667,0.0003513495127360026
mean_top20_moderate12_baseline,top40_minx45_span0p5,span0p5,0.5,mean,20,moderate12,baseline,40,45.0,12,6,0,0,0,4,1,0.4166666666666667,0.000535428524017334
mean_top20_moderate12_baseline,top40_minx45_span1,span1,1.0,mean,20,moderate12,baseline,40,45.0,12,6,0,0,0,4,1,0.4166666666666667,0.0005379120508829752
mean_top20_moderate12_baseline,top40_minx45_span2,span2,2.0,mean,20,moderate12,baseline,40,45.0,12,6,0,0,0,4,1,0.4166666666666667,0.0005359252293904623
mean_top20_moderate12_single667,top40_minx45,score,0.0,mean,20,moderate12,single667,40,45.0,12,6,0,0,0,2,3,0.4166666666666667,0.0005279382069905599
mean_top40_distinct20_single667,top40_minx45,score,0.0,mean,40,distinct20,single667,40,45.0,12,8,0,0,1,2,2,0.4166666666666667,0.0003676017125447591
mean_top40_moderate12_single667,top40_minx45_span0p5,span0p5,0.5,mean,40,moderate12,single667,40,45.0,12,11,0,0,0,2,3,0.4166666666666667,0.00275955597559611
mean_top80_distinct20_single667,top40_minx45,score,0.0,mean,80,distinct20,single667,40,45.0,12,8,0,0,1,2,2,0.4166666666666667,0.00036348899205525714
mean_top80_moderate12_single667,top40_minx45_span0p5,span0p5,0.5,mean,80,moderate12,single667,40,45.0,12,11,0,0,0,2,3,0.4166666666666667,0.0027621984481811523
median_top20_distinct20_single667,top40_minx45,score,0.0,median,20,distinct20,single667,40,45.0,12,8,0,0,0,4,1,0.4166666666666667,0.00032202402750651043
median_top20_distinct20_wide,top40_minx45_span1,span1,1.0,median,20,distinct20,wide,40,45.0,12,6,0,0,0,3,2,0.4166666666666667,0.00029476483662923175
median_top40_distinct20_single667,top40_minx45,score,0.0,median,40,distinct20,single667,40,45.0,12,8,0,0,0,4,1,0.4166666666666667,0.00032593806584676105
median_top40_distinct20_wide,top40_minx45_span1,span1,1.0,median,40,distinct20,wide,40,45.0,12,6,0,0,0,3,2,0.4166666666666667,0.00029553969701131183
median_top80_distinct20_single667,top40_minx45,score,0.0,median,80,distinct20,single667,40,45.0,12,8,0,0,0,4,1,0.4166666666666667,0.00032599767049153644
median_top80_distinct20_wide,top40_minx45_span1,span1,1.0,median,80,distinct20,wide,40,45.0,12,6,0,0,0,3,2,0.4166666666666667,0.00028856595357259113
none_top20_distinct20_baseline,top40_minx45_span2,span2,2.0,none,20,distinct20,baseline,40,45.0,12,6,0,0,0,3,2,0.4166666666666667,0.00023889541625976562
none_top20_distinct20_wide,top40_minx45,score,0.0,none,20,distinct20,wide,40,45.0,12,6,0,0,1,2,2,0.4166666666666667,0.0002561807632446289
none_top20_moderate12_single667,top40_minx45,score,0.0,none,20,moderate12,single667,40,45.0,12,8,0,0,0,3,2,0.4166666666666667,0.0005277196566263834
none_top20_moderate12_single667,top40_minx45_span1,span1,1.0,none,20,moderate12,single667,40,45.0,12,8,0,0,0,3,2,0.4166666666666667,0.0005377531051635742
none_top20_moderate12_single667,top40_minx45_span2,span2,2.0,none,20,moderate12,single667,40,45.0,12,8,0,0,0,3,2,0.4166666666666667,0.0005409717559814453
none_top20_moderate12_wide,top40_minx45,score,0.0,none,20,moderate12,wide,40,45.0,12,7,0,0,1,2,2,0.4166666666666667,0.0005316932996114095
none_top40_distinct20_baseline,top40_minx45_span2,span2,2.0,none,40,distinct20,baseline,40,45.0,12,6,0,0,0,3,2,0.4166666666666667,0.00023788213729858398
none_top40_distinct20_wide,top40_minx45,score,0.0,none,40,distinct20,wide,40,45.0,12,6,0,0,1,2,2,0.4166666666666667,0.00025324026743570965
none_top40_moderate12_single667,top40_minx45,score,0.0,none,40,moderate12,single667,40,45.0,12,9,0,0,0,3,2,0.4166666666666667,0.002754509449005127
none_top40_moderate12_wide,top40_minx45,score,0.0,none,40,moderate12,wide,40,45.0,12,8,0,0,1,2,2,0.4166666666666667,0.002222279707590739
none_top80_distinct20_baseline,top40_minx45_span2,span2,2.0,none,80,distinct20,baseline,40,45.0,12,6,0,0,0,3,2,0.4166666666666667,0.00023865699768066406
none_top80_distinct20_wide,top40_minx45,score,0.0,none,80,distinct20,wide,40,45.0,12,6,0,0,1,2,2,0.4166666666666667,0.00025377670923868817
none_top80_moderate12_single667,top40_minx45,score,0.0,none,80,moderate12,single667,40,45.0,12,9,0,0,0,3,2,0.4166666666666667,0.002748390038808187
none_top80_moderate12_wide,top40_minx45,score,0.0,none,80,moderate12,wide,40,45.0,12,8,0,0,1,2,2,0.4166666666666667,0.002216041088104248
mean_top20_distinct20_single667,top10_minx8,score,0.0,mean,20,distinct20,single667,10,8.0,12,12,0,0,0,3,1,0.3333333333333333,0.00012471278508504233
mean_top20_distinct20_single667,top10_minx8_span0p5,span0p5,0.5,mean,20,distinct20,single667,10,8.0,12,12,0,0,2,1,1,0.3333333333333333,0.00011632839838663737
mean_top20_moderate12_single667,top10_minx8_span1,span1,1.0,mean,20,moderate12,single667,10,8.0,12,12,0,0,3,1,0,0.3333333333333333,0.00011134147644042969
mean_top40_distinct20_single667,top10_minx8,score,0.0,mean,40,distinct20,single667,10,8.0,12,12,0,0,0,3,1,0.3333333333333333,0.00012664000193277994
mean_top40_distinct20_single667,top10_minx8_span0p5,span0p5,0.5,mean,40,distinct20,single667,10,8.0,12,12,0,0,2,1,1,0.3333333333333333,0.0001172025998433431
mean_top40_moderate12_single667,top10_minx8_span1,span1,1.0,mean,40,moderate12,single667,10,8.0,12,12,0,0,3,1,0,0.3333333333333333,0.00011132160822550456
mean_top80_distinct20_single667,top10_minx8,score,0.0,mean,80,distinct20,single667,10,8.0,12,12,0,0,0,3,1,0.3333333333333333,0.00012671947479248047
mean_top80_distinct20_single667,top10_minx8_span0p5,span0p5,0.5,mean,80,distinct20,single667,10,8.0,12,12,0,0,2,1,1,0.3333333333333333,0.0001158912976582845
mean_top80_moderate12_single667,top10_minx8_span1,span1,1.0,mean,80,moderate12,single667,10,8.0,12,12,0,0,3,1,0,0.3333333333333333,0.00011217594146728516
median_top20_dense4_single667,top10_minx8,score,0.0,median,20,dense4,single667,10,8.0,12,10,0,0,0,3,1,0.3333333333333333,0.00010633468627929688
median_top20_dense4_single667,top10_minx8_span0p5,span0p5,0.5,median,20,dense4,single667,10,8.0,12,10,0,0,0,3,1,0.3333333333333333,7.490317026774089e-05
median_top20_dense4_single667,top10_minx8_span1,span1,1.0,median,20,dense4,single667,10,8.0,12,10,0,0,0,3,1,0.3333333333333333,7.200241088867188e-05
median_top20_dense4_single667,top10_minx8_span2,span2,2.0,median,20,dense4,single667,10,8.0,12,10,0,0,0,3,1,0.3333333333333333,7.140636444091797e-05
median_top20_moderate12_single667,top10_minx8,score,0.0,median,20,moderate12,single667,10,8.0,12,12,0,0,0,4,0,0.3333333333333333,0.00013212362925211588
median_top40_dense4_single667,top10_minx8,score,0.0,median,40,dense4,single667,10,8.0,12,10,0,0,0,3,1,0.3333333333333333,0.00010565916697184245
median_top40_dense4_single667,top10_minx8_span0p5,span0p5,0.5,median,40,dense4,single667,10,8.0,12,10,0,0,0,3,1,0.3333333333333333,7.39296277364095e-05
median_top40_dense4_single667,top10_minx8_span1,span1,1.0,median,40,dense4,single667,10,8.0,12,10,0,0,0,3,1,0.3333333333333333,7.192293802897136e-05
median_top40_dense4_single667,top10_minx8_span2,span2,2.0,median,40,dense4,single667,10,8.0,12,10,0,0,0,3,1,0.3333333333333333,7.158517837524414e-05
median_top40_moderate12_single667,top10_minx8,score,0.0,median,40,moderate12,single667,10,8.0,12,12,0,0,0,4,0,0.3333333333333333,0.0001268188158671061
median_top80_dense4_single667,top10_minx8,score,0.0,median,80,dense4,single667,10,8.0,12,10,0,0,0,3,1,0.3333333333333333,0.00010514259338378906
median_top80_dense4_single667,top10_minx8_span0p5,span0p5,0.5,median,80,dense4,single667,10,8.0,12,10,0,0,0,3,1,0.3333333333333333,7.561842600504558e-05
median_top80_dense4_single667,top10_minx8_span1,span1,1.0,median,80,dense4,single667,10,8.0,12,10,0,0,0,3,1,0.3333333333333333,7.144610087076823e-05
median_top80_dense4_single667,top10_minx8_span2,span2,2.0,median,80,dense4,single667,10,8.0,12,10,0,0,0,3,1,0.3333333333333333,7.16845194498698e-05
median_top80_moderate12_single667,top10_minx8,score,0.0,median,80,moderate12,single667,10,8.0,12,12,0,0,0,4,0,0.3333333333333333,0.0001277327537536621
none_top20_dense4_baseline,top10_minx8,score,0.0,none,20,dense4,baseline,10,8.0,12,4,0,0,0,3,1,0.3333333333333333,0.00010859966278076172
none_top20_dense4_wide,top10_minx8_span0p5,span0p5,0.5,none,20,dense4,wide,10,8.0,12,7,0,0,0,3,1,0.3333333333333333,7.446606953938802e-05
none_top20_dense4_wide,top10_minx8_span1,span1,1.0,none,20,dense4,wide,10,8.0,12,7,0,0,0,3,1,0.3333333333333333,7.069110870361328e-05
none_top20_dense4_wide,top10_minx8_span2,span2,2.0,none,20,dense4,wide,10,8.0,12,7,0,0,0,3,1,0.3333333333333333,7.104873657226562e-05
none_top40_dense4_baseline,top10_minx8,score,0.0,none,40,dense4,baseline,10,8.0,12,4,0,0,0,3,1,0.3333333333333333,9.844700495402019e-05
none_top40_dense4_wide,top10_minx8_span0p5,span0p5,0.5,none,40,dense4,wide,10,8.0,12,7,0,0,0,3,1,0.3333333333333333,7.398923238118489e-05
none_top40_dense4_wide,top10_minx8_span1,span1,1.0,none,40,dense4,wide,10,8.0,12,7,0,0,0,3,1,0.3333333333333333,7.073084513346355e-05
none_top40_dense4_wide,top10_minx8_span2,span2,2.0,none,40,dense4,wide,10,8.0,12,7,0,0,0,3,1,0.3333333333333333,7.083018620808919e-05
none_top80_dense4_baseline,top10_minx8,score,0.0,none,80,dense4,baseline,10,8.0,12,4,0,0,0,3,1,0.3333333333333333,9.816884994506836e-05
none_top80_dense4_wide,top10_minx8_span0p5,span0p5,0.5,none,80,dense4,wide,10,8.0,12,7,0,0,0,3,1,0.3333333333333333,7.31348991394043e-05
none_top80_dense4_wide,top10_minx8_span1,span1,1.0,none,80,dense4,wide,10,8.0,12,7,0,0,0,3,1,0.3333333333333333,7.055203119913737e-05
none_top80_dense4_wide,top10_minx8_span2,span2,2.0,none,80,dense4,wide,10,8.0,12,7,0,0,0,3,1,0.3333333333333333,7.081031799316406e-05
mean_top20_distinct20_single667,top10_minx12_span0p5,span0p5,0.5,mean,20,distinct20,single667,10,12.0,12,12,0,0,2,1,1,0.3333333333333333,0.00010436773300170898
mean_top20_distinct20_single667,top10_minx12_span1,span1,1.0,mean,20,distinct20,single667,10,12.0,12,12,0,0,2,1,1,0.3333333333333333,0.00010395050048828125
mean_top20_moderate12_single667,top10_minx12_span1,span1,1.0,mean,20,moderate12,single667,10,12.0,12,12,0,0,3,1,0,0.3333333333333333,0.00010416905085245769
mean_top40_distinct20_single667,top10_minx12_span0p5,span0p5,0.5,mean,40,distinct20,single667,10,12.0,12,12,0,0,2,1,1,0.3333333333333333,0.00010476509730021159
mean_top40_distinct20_single667,top10_minx12_span1,span1,1.0,mean,40,distinct20,single667,10,12.0,12,12,0,0,2,1,1,0.3333333333333333,0.00010412931442260742
mean_top40_moderate12_single667,top10_minx12_span1,span1,1.0,mean,40,moderate12,single667,10,12.0,12,12,0,0,3,1,0,0.3333333333333333,0.00010436773300170898
mean_top80_distinct20_single667,top10_minx12_span0p5,span0p5,0.5,mean,80,distinct20,single667,10,12.0,12,12,0,0,2,1,1,0.3333333333333333,0.00010442733764648438
