config_key,assignment_policy_key,assignment_method,span_bonus_weight,background_mode,top_k,separation_profile,time_offset_family,candidate_budget,min_x_separation_mm,case_count,assigned_case_count,all_truth_case_count,unique_all_truth_case_count,unique_target0_hit_count,unique_target1_hit_count,unique_target2_hit_count,mean_unique_truth_hit_count,mean_elapsed_time_s
none_top40_moderate12_wide,top10_minx8_span0p5,span0p5,0.5,none,40,moderate12,wide,10,8.0,12,12,0,0,0,3,2,0.4166666666666667,9.908278783162434e-05
none_top40_moderate12_wide,top10_minx8_span1,span1,1.0,none,40,moderate12,wide,10,8.0,12,12,0,0,0,3,2,0.4166666666666667,9.495019912719727e-05
none_top80_dense4_single667,top10_minx8_span1,span1,1.0,none,80,dense4,single667,10,8.0,12,7,0,0,0,4,1,0.4166666666666667,6.779034932454427e-05
none_top80_dense4_single667,top10_minx8_span2,span2,2.0,none,80,dense4,single667,10,8.0,12,7,0,0,0,4,1,0.4166666666666667,6.763140360514323e-05
none_top80_moderate12_wide,top10_minx8_span0p5,span0p5,0.5,none,80,moderate12,wide,10,8.0,12,12,0,0,0,3,2,0.4166666666666667,9.828805923461914e-05
none_top80_moderate12_wide,top10_minx8_span1,span1,1.0,none,80,moderate12,wide,10,8.0,12,12,0,0,0,3,2,0.4166666666666667,9.560585021972656e-05
none_top20_moderate12_wide,top10_minx12_span1,span1,1.0,none,20,moderate12,wide,10,12.0,12,12,0,0,0,4,1,0.4166666666666667,8.85923703511556e-05
none_top40_moderate12_wide,top10_minx12_span1,span1,1.0,none,40,moderate12,wide,10,12.0,12,12,0,0,0,4,1,0.4166666666666667,8.807579676310222e-05
none_top80_moderate12_wide,top10_minx12_span1,span1,1.0,none,80,moderate12,wide,10,12.0,12,12,0,0,0,4,1,0.4166666666666667,8.801619211832683e-05
mean_top20_moderate12_baseline,top10_minx20,score,0.0,mean,20,moderate12,baseline,10,20.0,12,8,0,0,2,1,2,0.4166666666666667,6.818771362304688e-05
mean_top20_moderate12_baseline,top10_minx20_span0p5,span0p5,0.5,mean,20,moderate12,baseline,10,20.0,12,8,0,0,2,2,1,0.4166666666666667,6.922086079915364e-05
mean_top20_moderate12_single667,top10_minx20,score,0.0,mean,20,moderate12,single667,10,20.0,12,12,0,0,2,3,0,0.4166666666666667,7.545948028564453e-05
mean_top20_moderate12_single667,top10_minx20_span1,span1,1.0,mean,20,moderate12,single667,10,20.0,12,12,0,0,3,2,0,0.4166666666666667,8.26120376586914e-05
mean_top40_moderate12_baseline,top10_minx20,score,0.0,mean,40,moderate12,baseline,10,20.0,12,8,0,0,2,1,2,0.4166666666666667,6.727377573649089e-05
mean_top40_moderate12_baseline,top10_minx20_span0p5,span0p5,0.5,mean,40,moderate12,baseline,10,20.0,12,8,0,0,2,2,1,0.4166666666666667,6.808837254842122e-05
mean_top40_moderate12_single667,top10_minx20,score,0.0,mean,40,moderate12,single667,10,20.0,12,12,0,0,2,3,0,0.4166666666666667,7.48435656229655e-05
mean_top40_moderate12_single667,top10_minx20_span1,span1,1.0,mean,40,moderate12,single667,10,20.0,12,12,0,0,3,2,0,0.4166666666666667,8.265177408854167e-05
mean_top80_moderate12_baseline,top10_minx20,score,0.0,mean,80,moderate12,baseline,10,20.0,12,8,0,0,2,1,2,0.4166666666666667,6.749232610066731e-05
mean_top80_moderate12_baseline,top10_minx20_span0p5,span0p5,0.5,mean,80,moderate12,baseline,10,20.0,12,8,0,0,2,2,1,0.4166666666666667,6.858507792154948e-05
mean_top80_moderate12_single667,top10_minx20,score,0.0,mean,80,moderate12,single667,10,20.0,12,12,0,0,2,3,0,0.4166666666666667,7.522106170654297e-05
mean_top80_moderate12_single667,top10_minx20_span1,span1,1.0,mean,80,moderate12,single667,10,20.0,12,12,0,0,3,2,0,0.4166666666666667,8.394320805867513e-05
mean_top20_distinct20_baseline,top10_minx45,score,0.0,mean,20,distinct20,baseline,10,45.0,12,5,0,0,0,2,3,0.4166666666666667,6.532669067382812e-05
mean_top20_distinct20_baseline,top10_minx45_span0p5,span0p5,0.5,mean,20,distinct20,baseline,10,45.0,12,5,0,0,0,2,3,0.4166666666666667,6.401538848876953e-05
mean_top20_distinct20_baseline,top10_minx45_span1,span1,1.0,mean,20,distinct20,baseline,10,45.0,12,5,0,0,0,2,3,0.4166666666666667,6.345907847086589e-05
mean_top20_distinct20_baseline,top10_minx45_span2,span2,2.0,mean,20,distinct20,baseline,10,45.0,12,5,0,0,0,2,3,0.4166666666666667,6.326039632161458e-05
mean_top40_distinct20_baseline,top10_minx45,score,0.0,mean,40,distinct20,baseline,10,45.0,12,5,0,0,0,2,3,0.4166666666666667,6.592273712158203e-05
mean_top40_distinct20_baseline,top10_minx45_span0p5,span0p5,0.5,mean,40,distinct20,baseline,10,45.0,12,5,0,0,0,2,3,0.4166666666666667,6.333986918131511e-05
mean_top40_distinct20_baseline,top10_minx45_span1,span1,1.0,mean,40,distinct20,baseline,10,45.0,12,5,0,0,0,2,3,0.4166666666666667,6.306171417236328e-05
mean_top40_distinct20_baseline,top10_minx45_span2,span2,2.0,mean,40,distinct20,baseline,10,45.0,12,5,0,0,0,2,3,0.4166666666666667,6.341934204101562e-05
mean_top80_distinct20_baseline,top10_minx45,score,0.0,mean,80,distinct20,baseline,10,45.0,12,5,0,0,0,2,3,0.4166666666666667,6.459156672159831e-05
mean_top80_distinct20_baseline,top10_minx45_span0p5,span0p5,0.5,mean,80,distinct20,baseline,10,45.0,12,5,0,0,0,2,3,0.4166666666666667,6.326039632161458e-05
mean_top80_distinct20_baseline,top10_minx45_span1,span1,1.0,mean,80,distinct20,baseline,10,45.0,12,5,0,0,0,2,3,0.4166666666666667,6.290276845296224e-05
mean_top80_distinct20_baseline,top10_minx45_span2,span2,2.0,mean,80,distinct20,baseline,10,45.0,12,5,0,0,0,2,3,0.4166666666666667,6.264448165893555e-05
median_top20_distinct20_wide,top10_minx45_span0p5,span0p5,0.5,median,20,distinct20,wide,10,45.0,12,4,0,0,1,1,3,0.4166666666666667,6.333986918131511e-05
median_top20_distinct20_wide,top10_minx45_span1,span1,1.0,median,20,distinct20,wide,10,45.0,12,4,0,0,1,1,3,0.4166666666666667,6.310145060221355e-05
median_top20_distinct20_wide,top10_minx45_span2,span2,2.0,median,20,distinct20,wide,10,45.0,12,4,0,0,1,1,3,0.4166666666666667,6.310145060221355e-05
median_top40_distinct20_wide,top10_minx45_span0p5,span0p5,0.5,median,40,distinct20,wide,10,45.0,12,4,0,0,1,1,3,0.4166666666666667,6.296237309773763e-05
median_top40_distinct20_wide,top10_minx45_span1,span1,1.0,median,40,distinct20,wide,10,45.0,12,4,0,0,1,1,3,0.4166666666666667,6.310145060221355e-05
median_top40_distinct20_wide,top10_minx45_span2,span2,2.0,median,40,distinct20,wide,10,45.0,12,4,0,0,1,1,3,0.4166666666666667,6.262461344401042e-05
median_top80_distinct20_wide,top10_minx45_span0p5,span0p5,0.5,median,80,distinct20,wide,10,45.0,12,4,0,0,1,1,3,0.4166666666666667,6.216764450073242e-05
median_top80_distinct20_wide,top10_minx45_span1,span1,1.0,median,80,distinct20,wide,10,45.0,12,4,0,0,1,1,3,0.4166666666666667,6.218751271565755e-05
median_top80_distinct20_wide,top10_minx45_span2,span2,2.0,median,80,distinct20,wide,10,45.0,12,4,0,0,1,1,3,0.4166666666666667,6.218751271565755e-05
none_top20_distinct20_baseline,top10_minx45,score,0.0,none,20,distinct20,baseline,10,45.0,12,5,0,0,0,3,2,0.4166666666666667,6.486972173055013e-05
none_top20_distinct20_single667,top10_minx45,score,0.0,none,20,distinct20,single667,10,45.0,12,6,0,0,0,3,2,0.4166666666666667,6.592273712158203e-05
none_top40_distinct20_baseline,top10_minx45,score,0.0,none,40,distinct20,baseline,10,45.0,12,5,0,0,0,3,2,0.4166666666666667,6.500879923502605e-05
none_top40_distinct20_single667,top10_minx45,score,0.0,none,40,distinct20,single667,10,45.0,12,6,0,0,0,3,2,0.4166666666666667,6.482998530069987e-05
none_top80_distinct20_baseline,top10_minx45,score,0.0,none,80,distinct20,baseline,10,45.0,12,5,0,0,0,3,2,0.4166666666666667,6.42538070678711e-05
none_top80_distinct20_single667,top10_minx45,score,0.0,none,80,distinct20,single667,10,45.0,12,6,0,0,0,3,2,0.4166666666666667,6.582339604695638e-05
mean_top20_dense4_single667,top20_minx8_span2,span2,2.0,mean,20,dense4,single667,20,8.0,12,12,0,0,0,5,0,0.4166666666666667,0.0006810824076334635
mean_top20_distinct20_single667,top20_minx8_span1,span1,1.0,mean,20,distinct20,single667,20,8.0,12,12,0,0,2,1,2,0.4166666666666667,0.0006148815155029297
mean_top20_distinct20_single667,top20_minx8_span2,span2,2.0,mean,20,distinct20,single667,20,8.0,12,12,0,0,2,1,2,0.4166666666666667,0.0006196498870849609
mean_top40_dense4_single667,top20_minx8_span2,span2,2.0,mean,40,dense4,single667,20,8.0,12,12,0,0,0,5,0,0.4166666666666667,0.0006820559501647949
mean_top40_distinct20_single667,top20_minx8_span1,span1,1.0,mean,40,distinct20,single667,20,8.0,12,12,0,0,2,1,2,0.4166666666666667,0.000616768995920817
mean_top40_distinct20_single667,top20_minx8_span2,span2,2.0,mean,40,distinct20,single667,20,8.0,12,12,0,0,2,1,2,0.4166666666666667,0.0006194114685058594
mean_top80_dense4_single667,top20_minx8_span2,span2,2.0,mean,80,dense4,single667,20,8.0,12,12,0,0,0,5,0,0.4166666666666667,0.0006847580273946127
mean_top80_distinct20_single667,top20_minx8_span1,span1,1.0,mean,80,distinct20,single667,20,8.0,12,12,0,0,2,1,2,0.4166666666666667,0.0006187756856282552
mean_top80_distinct20_single667,top20_minx8_span2,span2,2.0,mean,80,distinct20,single667,20,8.0,12,12,0,0,2,1,2,0.4166666666666667,0.0006233056386311849
median_top20_dense4_single667,top20_minx8_span0p5,span0p5,0.5,median,20,dense4,single667,20,8.0,12,12,0,0,0,4,1,0.4166666666666667,0.0007074276606241862
median_top20_dense4_single667,top20_minx8_span1,span1,1.0,median,20,dense4,single667,20,8.0,12,12,0,0,0,4,1,0.4166666666666667,0.0007067124048868815
median_top40_dense4_single667,top20_minx8_span0p5,span0p5,0.5,median,40,dense4,single667,20,8.0,12,12,0,0,0,4,1,0.4166666666666667,0.0007069110870361328
median_top40_dense4_single667,top20_minx8_span1,span1,1.0,median,40,dense4,single667,20,8.0,12,12,0,0,0,4,1,0.4166666666666667,0.0007161299387613932
median_top80_dense4_single667,top20_minx8_span0p5,span0p5,0.5,median,80,dense4,single667,20,8.0,12,12,0,0,0,4,1,0.4166666666666667,0.0007160703341166178
median_top80_dense4_single667,top20_minx8_span1,span1,1.0,median,80,dense4,single667,20,8.0,12,12,0,0,0,4,1,0.4166666666666667,0.0007139444351196289
none_top20_dense4_single667,top20_minx8_span0p5,span0p5,0.5,none,20,dense4,single667,20,8.0,12,12,0,0,0,5,0,0.4166666666666667,0.0006383061408996582
none_top20_dense4_single667,top20_minx8_span1,span1,1.0,none,20,dense4,single667,20,8.0,12,12,0,0,0,5,0,0.4166666666666667,0.0006374319394429525
none_top20_dense4_single667,top20_minx8_span2,span2,2.0,none,20,dense4,single667,20,8.0,12,12,0,0,0,5,0,0.4166666666666667,0.0006374716758728027
none_top40_dense4_single667,top20_minx8_span0p5,span0p5,0.5,none,40,dense4,single667,20,8.0,12,12,0,0,0,5,0,0.4166666666666667,0.000649730364481608
none_top40_dense4_single667,top20_minx8_span1,span1,1.0,none,40,dense4,single667,20,8.0,12,12,0,0,0,5,0,0.4166666666666667,0.0006510615348815918
none_top40_dense4_single667,top20_minx8_span2,span2,2.0,none,40,dense4,single667,20,8.0,12,12,0,0,0,5,0,0.4166666666666667,0.0006478031476338705
none_top80_dense4_single667,top20_minx8_span0p5,span0p5,0.5,none,80,dense4,single667,20,8.0,12,12,0,0,0,5,0,0.4166666666666667,0.0006506443023681641
none_top80_dense4_single667,top20_minx8_span1,span1,1.0,none,80,dense4,single667,20,8.0,12,12,0,0,0,5,0,0.4166666666666667,0.0006519953409830729
none_top80_dense4_single667,top20_minx8_span2,span2,2.0,none,80,dense4,single667,20,8.0,12,12,0,0,0,5,0,0.4166666666666667,0.0006547371546427408
mean_top20_dense4_baseline,top20_minx12_span0p5,span0p5,0.5,mean,20,dense4,baseline,20,12.0,12,9,0,0,0,3,2,0.4166666666666667,0.0005313952763875326
mean_top20_dense4_baseline,top20_minx12_span1,span1,1.0,mean,20,dense4,baseline,20,12.0,12,9,0,0,0,3,2,0.4166666666666667,0.0005316535631815592
mean_top20_dense4_single667,top20_minx12,score,0.0,mean,20,dense4,single667,20,12.0,12,12,0,0,0,4,1,0.4166666666666667,0.000547945499420166
mean_top20_dense4_single667,top20_minx12_span0p5,span0p5,0.5,mean,20,dense4,single667,20,12.0,12,12,0,0,0,4,1,0.4166666666666667,0.0005816618601481119
mean_top20_dense4_single667,top20_minx12_span1,span1,1.0,mean,20,dense4,single667,20,12.0,12,12,0,0,0,4,1,0.4166666666666667,0.0005838871002197266
mean_top20_dense4_single667,top20_minx12_span2,span2,2.0,mean,20,dense4,single667,20,12.0,12,12,0,0,0,5,0,0.4166666666666667,0.0005829930305480957
mean_top20_distinct20_single667,top20_minx12_span2,span2,2.0,mean,20,distinct20,single667,20,12.0,12,12,0,0,2,1,2,0.4166666666666667,0.0005714297294616699
mean_top40_dense4_baseline,top20_minx12_span0p5,span0p5,0.5,mean,40,dense4,baseline,20,12.0,12,9,0,0,0,3,2,0.4166666666666667,0.0005327264467875162
mean_top40_dense4_baseline,top20_minx12_span1,span1,1.0,mean,40,dense4,baseline,20,12.0,12,9,0,0,0,3,2,0.4166666666666667,0.0005321502685546875
mean_top40_dense4_single667,top20_minx12,score,0.0,mean,40,dense4,single667,20,12.0,12,12,0,0,0,4,1,0.4166666666666667,0.0005541841189066569
mean_top40_dense4_single667,top20_minx12_span0p5,span0p5,0.5,mean,40,dense4,single667,20,12.0,12,12,0,0,0,4,1,0.4166666666666667,0.0005822380383809408
mean_top40_dense4_single667,top20_minx12_span1,span1,1.0,mean,40,dense4,single667,20,12.0,12,12,0,0,0,4,1,0.4166666666666667,0.0005856553713480631
mean_top40_dense4_single667,top20_minx12_span2,span2,2.0,mean,40,dense4,single667,20,12.0,12,12,0,0,0,5,0,0.4166666666666667,0.0005812644958496094
mean_top40_distinct20_single667,top20_minx12_span2,span2,2.0,mean,40,distinct20,single667,20,12.0,12,12,0,0,2,1,2,0.4166666666666667,0.000569462776184082
mean_top80_dense4_baseline,top20_minx12_span0p5,span0p5,0.5,mean,80,dense4,baseline,20,12.0,12,9,0,0,0,3,2,0.4166666666666667,0.0005338788032531738
mean_top80_dense4_baseline,top20_minx12_span1,span1,1.0,mean,80,dense4,baseline,20,12.0,12,9,0,0,0,3,2,0.4166666666666667,0.0005344152450561523
mean_top80_dense4_single667,top20_minx12,score,0.0,mean,80,dense4,single667,20,12.0,12,12,0,0,0,4,1,0.4166666666666667,0.0005510052045186361
mean_top80_dense4_single667,top20_minx12_span0p5,span0p5,0.5,mean,80,dense4,single667,20,12.0,12,12,0,0,0,4,1,0.4166666666666667,0.0005842248598734537
mean_top80_dense4_single667,top20_minx12_span1,span1,1.0,mean,80,dense4,single667,20,12.0,12,12,0,0,0,4,1,0.4166666666666667,0.0005852977434794108
mean_top80_dense4_single667,top20_minx12_span2,span2,2.0,mean,80,dense4,single667,20,12.0,12,12,0,0,0,5,0,0.4166666666666667,0.0005856752395629883
mean_top80_distinct20_single667,top20_minx12_span2,span2,2.0,mean,80,distinct20,single667,20,12.0,12,12,0,0,2,1,2,0.4166666666666667,0.0005762775739034017
median_top20_dense4_baseline,top20_minx12,score,0.0,median,20,dense4,baseline,20,12.0,12,5,0,0,0,3,2,0.4166666666666667,0.0005214611689249674
median_top20_dense4_baseline,top20_minx12_span0p5,span0p5,0.5,median,20,dense4,baseline,20,12.0,12,5,0,0,0,3,2,0.4166666666666667,0.0005311965942382812
median_top20_dense4_baseline,top20_minx12_span1,span1,1.0,median,20,dense4,baseline,20,12.0,12,5,0,0,0,3,2,0.4166666666666667,0.0005307594935099283
median_top20_dense4_baseline,top20_minx12_span2,span2,2.0,median,20,dense4,baseline,20,12.0,12,5,0,0,0,3,2,0.4166666666666667,0.000530103842417399
median_top40_dense4_baseline,top20_minx12,score,0.0,median,40,dense4,baseline,20,12.0,12,5,0,0,0,3,2,0.4166666666666667,0.0005199114481608073
median_top40_dense4_baseline,top20_minx12_span0p5,span0p5,0.5,median,40,dense4,baseline,20,12.0,12,5,0,0,0,3,2,0.4166666666666667,0.0005291104316711426
median_top40_dense4_baseline,top20_minx12_span1,span1,1.0,median,40,dense4,baseline,20,12.0,12,5,0,0,0,3,2,0.4166666666666667,0.0005370974540710449
median_top40_dense4_baseline,top20_minx12_span2,span2,2.0,median,40,dense4,baseline,20,12.0,12,5,0,0,0,3,2,0.4166666666666667,0.000535269578297933
median_top80_dense4_baseline,top20_minx12,score,0.0,median,80,dense4,baseline,20,12.0,12,5,0,0,0,3,2,0.4166666666666667,0.0005220969518025717
median_top80_dense4_baseline,top20_minx12_span0p5,span0p5,0.5,median,80,dense4,baseline,20,12.0,12,5,0,0,0,3,2,0.4166666666666667,0.0005347728729248047
median_top80_dense4_baseline,top20_minx12_span1,span1,1.0,median,80,dense4,baseline,20,12.0,12,5,0,0,0,3,2,0.4166666666666667,0.000530699888865153
median_top80_dense4_baseline,top20_minx12_span2,span2,2.0,median,80,dense4,baseline,20,12.0,12,5,0,0,0,3,2,0.4166666666666667,0.0005316535631815592
none_top20_dense4_wide,top20_minx12,score,0.0,none,20,dense4,wide,20,12.0,12,7,0,0,0,3,2,0.4166666666666667,0.0005548000335693359
none_top40_dense4_wide,top20_minx12,score,0.0,none,40,dense4,wide,20,12.0,12,7,0,0,0,3,2,0.4166666666666667,0.0005479256312052408
none_top80_dense4_wide,top20_minx12,score,0.0,none,80,dense4,wide,20,12.0,12,7,0,0,0,3,2,0.4166666666666667,0.0005497137705485026
mean_top20_dense4_wide,top20_minx20,score,0.0,mean,20,dense4,wide,20,20.0,12,3,0,0,0,3,2,0.4166666666666667,0.0005132158597310384
mean_top20_dense4_wide,top20_minx20_span0p5,span0p5,0.5,mean,20,dense4,wide,20,20.0,12,3,0,0,0,3,2,0.4166666666666667,0.0005176067352294922
mean_top20_dense4_wide,top20_minx20_span1,span1,1.0,mean,20,dense4,wide,20,20.0,12,3,0,0,0,3,2,0.4166666666666667,0.0005187590916951498
mean_top20_distinct20_single667,top20_minx20_span2,span2,2.0,mean,20,distinct20,single667,20,20.0,12,12,0,0,2,1,2,0.4166666666666667,0.0005222757657368978
mean_top20_moderate12_single667,top20_minx20,score,0.0,mean,20,moderate12,single667,20,20.0,12,12,0,0,2,3,0,0.4166666666666667,0.0006152788798014323
mean_top20_moderate12_single667,top20_minx20_span1,span1,1.0,mean,20,moderate12,single667,20,20.0,12,12,0,0,3,2,0,0.4166666666666667,0.0006993611653645834
mean_top20_moderate12_single667,top20_minx20_span2,span2,2.0,mean,20,moderate12,single667,20,20.0,12,12,0,0,2,2,1,0.4166666666666667,0.0006973743438720703
mean_top40_dense4_wide,top20_minx20,score,0.0,mean,40,dense4,wide,20,20.0,12,3,0,0,0,3,2,0.4166666666666667,0.0005121429761250814
mean_top40_dense4_wide,top20_minx20_span0p5,span0p5,0.5,mean,40,dense4,wide,20,20.0,12,3,0,0,0,3,2,0.4166666666666667,0.0005197326342264811
mean_top40_dense4_wide,top20_minx20_span1,span1,1.0,mean,40,dense4,wide,20,20.0,12,3,0,0,0,3,2,0.4166666666666667,0.0005221764246622721
mean_top40_distinct20_single667,top20_minx20_span2,span2,2.0,mean,40,distinct20,single667,20,20.0,12,12,0,0,2,1,2,0.4166666666666667,0.0005193750063578287
mean_top40_moderate12_single667,top20_minx20,score,0.0,mean,40,moderate12,single667,20,20.0,12,12,0,0,2,3,0,0.4166666666666667,0.0006086031595865885
mean_top40_moderate12_single667,top20_minx20_span1,span1,1.0,mean,40,moderate12,single667,20,20.0,12,12,0,0,3,2,0,0.4166666666666667,0.0006999174753824869
mean_top40_moderate12_single667,top20_minx20_span2,span2,2.0,mean,40,moderate12,single667,20,20.0,12,12,0,0,2,2,1,0.4166666666666667,0.0007007916768391927
mean_top80_dense4_wide,top20_minx20,score,0.0,mean,80,dense4,wide,20,20.0,12,3,0,0,0,3,2,0.4166666666666667,0.0005101958910624186
mean_top80_dense4_wide,top20_minx20_span0p5,span0p5,0.5,mean,80,dense4,wide,20,20.0,12,3,0,0,0,3,2,0.4166666666666667,0.0005181829134623209
mean_top80_dense4_wide,top20_minx20_span1,span1,1.0,mean,80,dense4,wide,20,20.0,12,3,0,0,0,3,2,0.4166666666666667,0.0005181034406026205
mean_top80_distinct20_single667,top20_minx20_span2,span2,2.0,mean,80,distinct20,single667,20,20.0,12,12,0,0,2,1,2,0.4166666666666667,0.0005225737889607748
mean_top80_moderate12_single667,top20_minx20,score,0.0,mean,80,moderate12,single667,20,20.0,12,12,0,0,2,3,0,0.4166666666666667,0.0006133317947387695
mean_top80_moderate12_single667,top20_minx20_span1,span1,1.0,mean,80,moderate12,single667,20,20.0,12,12,0,0,3,2,0,0.4166666666666667,0.0007019837697347006
mean_top80_moderate12_single667,top20_minx20_span2,span2,2.0,mean,80,moderate12,single667,20,20.0,12,12,0,0,2,2,1,0.4166666666666667,0.0007009108861287435
none_top20_distinct20_wide,top20_minx20_span2,span2,2.0,none,20,distinct20,wide,20,20.0,12,12,1,0,3,0,2,0.4166666666666667,0.00040024518966674805
none_top40_distinct20_wide,top20_minx20_span2,span2,2.0,none,40,distinct20,wide,20,20.0,12,12,1,0,3,0,2,0.4166666666666667,0.00039690732955932617
none_top80_distinct20_wide,top20_minx20_span2,span2,2.0,none,80,distinct20,wide,20,20.0,12,12,1,0,3,0,2,0.4166666666666667,0.0003980596860249837
mean_top20_distinct20_single667,top20_minx45,score,0.0,mean,20,distinct20,single667,20,45.0,12,8,0,0,1,2,2,0.4166666666666667,0.0003505547841389974
mean_top20_moderate12_baseline,top20_minx45_span0p5,span0p5,0.5,mean,20,moderate12,baseline,20,45.0,12,6,0,0,0,4,1,0.4166666666666667,0.0005306005477905273
mean_top20_moderate12_baseline,top20_minx45_span1,span1,1.0,mean,20,moderate12,baseline,20,45.0,12,6,0,0,0,4,1,0.4166666666666667,0.0005334417025248209
mean_top20_moderate12_baseline,top20_minx45_span2,span2,2.0,mean,20,moderate12,baseline,20,45.0,12,6,0,0,0,4,1,0.4166666666666667,0.0005345543225606283
mean_top20_moderate12_single667,top20_minx45,score,0.0,mean,20,moderate12,single667,20,45.0,12,6,0,0,0,2,3,0.4166666666666667,0.0005301237106323242
mean_top40_distinct20_single667,top20_minx45,score,0.0,mean,40,distinct20,single667,20,45.0,12,8,0,0,1,2,2,0.4166666666666667,0.00034848848978678387
mean_top40_moderate12_baseline,top20_minx45_span0p5,span0p5,0.5,mean,40,moderate12,baseline,20,45.0,12,6,0,0,0,4,1,0.4166666666666667,0.0005387067794799805
mean_top40_moderate12_baseline,top20_minx45_span1,span1,1.0,mean,40,moderate12,baseline,20,45.0,12,6,0,0,0,4,1,0.4166666666666667,0.0005358457565307617
mean_top40_moderate12_baseline,top20_minx45_span2,span2,2.0,mean,40,moderate12,baseline,20,45.0,12,6,0,0,0,4,1,0.4166666666666667,0.0005358854929606119
mean_top40_moderate12_single667,top20_minx45,score,0.0,mean,40,moderate12,single667,20,45.0,12,6,0,0,0,2,3,0.4166666666666667,0.0005258520444234213
mean_top80_distinct20_single667,top20_minx45,score,0.0,mean,80,distinct20,single667,20,45.0,12,8,0,0,1,2,2,0.4166666666666667,0.0003521641095479329
mean_top80_moderate12_baseline,top20_minx45_span0p5,span0p5,0.5,mean,80,moderate12,baseline,20,45.0,12,6,0,0,0,4,1,0.4166666666666667,0.0005385080973307291
mean_top80_moderate12_baseline,top20_minx45_span1,span1,1.0,mean,80,moderate12,baseline,20,45.0,12,6,0,0,0,4,1,0.4166666666666667,0.0005363225936889648
mean_top80_moderate12_baseline,top20_minx45_span2,span2,2.0,mean,80,moderate12,baseline,20,45.0,12,6,0,0,0,4,1,0.4166666666666667,0.0005382100741068522
mean_top80_moderate12_single667,top20_minx45,score,0.0,mean,80,moderate12,single667,20,45.0,12,6,0,0,0,2,3,0.4166666666666667,0.0005307793617248535
median_top20_distinct20_single667,top20_minx45,score,0.0,median,20,distinct20,single667,20,45.0,12,8,0,0,0,4,1,0.4166666666666667,0.00031999746958414715
median_top20_distinct20_wide,top20_minx45_span1,span1,1.0,median,20,distinct20,wide,20,45.0,12,6,0,0,0,3,2,0.4166666666666667,0.0002938508987426758
median_top40_distinct20_single667,top20_minx45,score,0.0,median,40,distinct20,single667,20,45.0,12,8,0,0,0,4,1,0.4166666666666667,0.00031934181849161786
median_top40_distinct20_wide,top20_minx45_span1,span1,1.0,median,40,distinct20,wide,20,45.0,12,6,0,0,0,3,2,0.4166666666666667,0.0002952416737874349
median_top80_distinct20_single667,top20_minx45,score,0.0,median,80,distinct20,single667,20,45.0,12,8,0,0,0,4,1,0.4166666666666667,0.0003177920977274577
median_top80_distinct20_wide,top20_minx45_span1,span1,1.0,median,80,distinct20,wide,20,45.0,12,6,0,0,0,3,2,0.4166666666666667,0.000288546085357666
none_top20_distinct20_baseline,top20_minx45_span2,span2,2.0,none,20,distinct20,baseline,20,45.0,12,6,0,0,0,3,2,0.4166666666666667,0.0002362529436747233
none_top20_distinct20_wide,top20_minx45,score,0.0,none,20,distinct20,wide,20,45.0,12,6,0,0,1,2,2,0.4166666666666667,0.000255584716796875
none_top20_moderate12_single667,top20_minx45,score,0.0,none,20,moderate12,single667,20,45.0,12,8,0,0,0,3,2,0.4166666666666667,0.0005286137262980143
none_top20_moderate12_single667,top20_minx45_span1,span1,1.0,none,20,moderate12,single667,20,45.0,12,8,0,0,0,3,2,0.4166666666666667,0.0005380511283874512
none_top20_moderate12_single667,top20_minx45_span2,span2,2.0,none,20,moderate12,single667,20,45.0,12,8,0,0,0,3,2,0.4166666666666667,0.0005359848340352377
none_top20_moderate12_wide,top20_minx45,score,0.0,none,20,moderate12,wide,20,45.0,12,7,0,0,1,2,2,0.4166666666666667,0.0005289713541666666
none_top40_distinct20_baseline,top20_minx45_span2,span2,2.0,none,40,distinct20,baseline,20,45.0,12,6,0,0,0,3,2,0.4166666666666667,0.00023661057154337564
none_top40_distinct20_wide,top20_minx45,score,0.0,none,40,distinct20,wide,20,45.0,12,6,0,0,1,2,2,0.4166666666666667,0.0002543727556864421
none_top40_moderate12_single667,top20_minx45,score,0.0,none,40,moderate12,single667,20,45.0,12,8,0,0,0,3,2,0.4166666666666667,0.0005297263463338217
none_top40_moderate12_single667,top20_minx45_span1,span1,1.0,none,40,moderate12,single667,20,45.0,12,8,0,0,0,3,2,0.4166666666666667,0.0005408922831217448
none_top40_moderate12_single667,top20_minx45_span2,span2,2.0,none,40,moderate12,single667,20,45.0,12,8,0,0,0,3,2,0.4166666666666667,0.0005399187405904134
none_top40_moderate12_wide,top20_minx45,score,0.0,none,40,moderate12,wide,20,45.0,12,7,0,0,1,2,2,0.4166666666666667,0.0005294084548950195
none_top80_distinct20_baseline,top20_minx45_span2,span2,2.0,none,80,distinct20,baseline,20,45.0,12,6,0,0,0,3,2,0.4166666666666667,0.00023661057154337564
none_top80_distinct20_wide,top20_minx45,score,0.0,none,80,distinct20,wide,20,45.0,12,6,0,0,1,2,2,0.4166666666666667,0.00025198856989542645
none_top80_moderate12_single667,top20_minx45,score,0.0,none,80,moderate12,single667,20,45.0,12,8,0,0,0,3,2,0.4166666666666667,0.0005305608113606771
none_top80_moderate12_single667,top20_minx45_span1,span1,1.0,none,80,moderate12,single667,20,45.0,12,8,0,0,0,3,2,0.4166666666666667,0.0005385478337605795
