series_id,series_type,run_ids,first_run,last_run,seed,target,varied_col,n_runs,n_accepted,n_weak,outcome_category,first_setting,last_setting,best_setting,worst_setting,first_margin,last_margin,best_run,worst_run,best_margin,worst_margin,best_minus_worst_margin,best_minus_first_margin,all_exact_geometry
ringdown_seed89_target0_runs788_797,ringdown,"788, 797",788,797,89,0,ringdown_value,2,0,2,all weak,0.25,0.35,0.35,0.25,0.00046311653923655424,0.0004974545887538144,797,788,0.0004974545887538144,0.00046311653923655424,3.433804951726016e-05,3.433804951726016e-05,True
ringdown_seed89_target0_runs789_842,ringdown,"789, 795, 823, 842",789,842,89,0,ringdown_value,4,4,0,all accepted,0.25,0.5,0.35,0.5,0.0005899920672182632,0.0005460352689379451,795,842,0.0005954727746698522,0.0005460352689379451,4.943750573190714e-05,5.480707451589045e-06,True
ringdown_seed89_target1_runs790_798,ringdown,"790, 798",790,798,89,1,ringdown_value,2,0,2,all weak,0.25,0.35,0.25,0.35,0.0004999206288246426,0.0004925234597984926,790,798,0.0004999206288246426,0.0004925234597984926,7.39716902614998e-06,0.0,True
ringdown_seed89_target2_runs791_869,ringdown,"791, 869",791,869,89,2,ringdown_value,2,1,1,mixed: accepted setting exists,0.25,0.5,0.25,0.5,0.0005243426975049675,0.0004604986482720473,791,869,0.0005243426975049675,0.0004604986482720473,6.384404923292022e-05,0.0,True
ringdown_seed21_target0_runs802_856,ringdown,"802, 826, 846, 848, 849, 852, 853, 854, 855, 856",802,856,21,0,ringdown_value,10,5,5,mixed: accepted setting exists,0.35,0.5,0.35,0.5,0.0005444705642222263,0.000497504105048608,802,846,0.0005444705642222263,0.000497504105048608,4.696645917361825e-05,0.0,True
ringdown_seed21_target1_runs803_820,ringdown,"803, 820",803,820,21,1,ringdown_value,2,2,0,all accepted,0.35,0.459375,0.35,0.459375,0.0005683415488146257,0.0005560564099950059,803,820,0.0005683415488146257,0.0005560564099950059,1.2285138819619762e-05,0.0,True
ringdown_seed21_target2_runs804_864,ringdown,"804, 825, 850, 864",804,864,21,2,ringdown_value,4,4,0,all accepted,0.35,0.49453125,0.35,0.49453125,0.0005337947729263694,0.0005148617974118468,804,864,0.0005337947729263694,0.0005148617974118468,1.893297551452261e-05,0.0,True
ringdown_seed13_target0_runs805_840,ringdown,"805, 817, 840",805,840,13,0,ringdown_value,3,3,0,all accepted,0.35,0.5,0.35,0.5,0.0006074783401433213,0.0005625752887398541,805,840,0.0006074783401433213,0.0005625752887398541,4.4903051403467203e-05,0.0,True
ringdown_seed13_target1_runs806_814,ringdown,"806, 809, 810, 811, 812, 813, 814",806,814,13,1,ringdown_value,7,4,3,mixed: accepted setting exists,0.35,0.5,0.35,0.5,0.0005109178469353687,0.0004879319847042943,806,810,0.0005109178469353687,0.0004879319847042943,2.2985862231074405e-05,0.0,True
ringdown_seed13_target2_runs807_816,ringdown,"807, 816",807,816,13,2,ringdown_value,2,2,0,all accepted,0.35,0.459375,0.35,0.459375,0.0005645861837228795,0.0005533762151021387,807,816,0.0005645861837228795,0.0005533762151021387,1.1209968620740779e-05,0.0,True
ringdown_seed13_target1_runs829_834,ringdown,"829, 830, 831, 832, 834",829,834,13,1,ringdown_value,5,5,0,all accepted,0.459375,0.5,0.459375,0.5,0.0005427630805609034,0.0005293926081035016,829,834,0.0005427630805609034,0.0005293926081035016,1.3370472457401722e-05,0.0,True
ringdown_seed610_target2_runs889_896,ringdown,"889, 891, 892, 893, 894, 895, 896",889,896,610,2,ringdown_value,7,0,7,all weak,0.25,0.5,0.4,0.25,0.00046777850095171616,0.0004802437917554997,894,896,0.0004969192089030357,0.00046777850095171616,2.914070795131951e-05,2.914070795131951e-05,True
source_density_seed89_target1_runs754_793,source_density,"754, 785, 786, 790, 792, 793",754,793,89,1,sources,6,2,4,mixed: accepted setting exists,5.0,9.0,5.0,7.0,0.0005319351185865198,0.0004841472366548319,754,785,0.0005319351185865198,0.00034890463040507594,0.00018303048818144388,0.0,True
source_density_seed89_target2_runs755_791,source_density,"755, 759, 783, 787, 791",755,791,89,2,sources,5,3,2,mixed: accepted setting exists,5.0,9.0,9.0,5.0,0.00043188752935175573,0.0005780024801298154,787,755,0.0005780024801298154,0.00043188752935175573,0.00014611495077805972,0.00014611495077805972,True
source_density_seed89_target0_runs756_789,source_density,"756, 784, 788, 789",756,789,89,0,sources,4,3,1,mixed: accepted setting exists,5.0,9.0,8.0,9.0,0.000519308730541207,0.00046311653923655424,789,788,0.0005899920672182632,0.00046311653923655424,0.00012687552798170895,7.068333667705623e-05,True
source_density_seed89_target2_runs765_781,source_density,"765, 780, 781",765,781,89,2,sources,3,2,1,mixed: accepted setting exists,5.0,9.0,7.0,5.0,0.00047694269548865034,0.0005438786696112564,780,765,0.000645316044171021,0.00047694269548865034,0.0001683733486823706,0.0001683733486823706,True
source_density_seed89_target2_runs779_782,source_density,"779, 782",779,782,89,2,sources,2,1,1,mixed: accepted setting exists,5.0,7.0,7.0,5.0,0.0004945264133283493,0.0006319852168151924,782,779,0.0006319852168151924,0.0004945264133283493,0.00013745880348684306,0.00013745880348684306,True
source_density_seed89_target1_runs794_798,source_density,"794, 798",794,798,89,1,sources,2,1,1,mixed: accepted setting exists,8.0,9.0,9.0,8.0,0.0004925234597984926,0.0005424899765025804,794,798,0.0005424899765025804,0.0004925234597984926,4.996651670408775e-05,4.996651670408775e-05,True
source_density_seed89_target0_runs795_801,source_density,"795, 797, 801",795,801,89,0,sources,3,1,2,mixed: accepted setting exists,8.0,15.0,8.0,15.0,0.0005954727746698522,0.00045217272552704885,795,801,0.0005954727746698522,0.00045217272552704885,0.0001433000491428034,0.0,True
source_density_seed13_target1_runs810_834,source_density,"810, 834",810,834,13,1,sources,2,1,1,mixed: accepted setting exists,5.0,9.0,5.0,9.0,0.0005293926081035016,0.0004879319847042943,834,810,0.0005293926081035016,0.0004879319847042943,4.1460623399207364e-05,0.0,True
source_density_seed13_target1_runs811_832,source_density,"811, 832",811,832,13,1,sources,2,1,1,mixed: accepted setting exists,5.0,9.0,5.0,9.0,0.0005382032594477663,0.000496302094739793,832,811,0.0005382032594477663,0.000496302094739793,4.190116470797339e-05,0.0,True
source_density_seed13_target1_runs812_830,source_density,"812, 830",812,830,13,1,sources,2,1,1,mixed: accepted setting exists,5.0,9.0,5.0,9.0,0.0005419126911652139,0.0004998906832914436,830,812,0.0005419126911652139,0.0004998906832914436,4.202200787377028e-05,0.0,True
source_density_seed13_target1_runs814_829,source_density,"814, 829",814,829,13,1,sources,2,2,0,all accepted,5.0,9.0,5.0,9.0,0.0005427630805609034,0.0005007214842834597,829,814,0.0005427630805609034,0.0005007214842834597,4.2041596277443694e-05,0.0,True
source_density_seed13_target0_runs839_840,source_density,"839, 840",839,840,13,0,sources,2,2,0,all accepted,5.0,8.0,8.0,5.0,0.0005081345675294682,0.0005625752887398541,840,839,0.0005625752887398541,0.0005081345675294682,5.44407212103859e-05,5.44407212103859e-05,True
source_density_seed89_target2_runs843_869,source_density,"843, 844, 868, 869",843,869,89,2,sources,4,1,3,mixed: accepted setting exists,5.0,9.0,9.0,5.0,0.0004414916837520745,0.0005821194944756799,844,843,0.0005821194944756799,0.0004414916837520745,0.00014062781072360538,0.00014062781072360538,True
source_density_seed21_target0_runs846_858,source_density,"846, 847, 858",846,858,21,0,sources,3,0,3,all weak,7.0,9.0,8.0,7.0,0.0004425948582943689,0.0004718458758806495,846,858,0.000497504105048608,0.0004425948582943689,5.4909246754239124e-05,5.4909246754239124e-05,True
source_density_seed34_target2_runs861_867,source_density,"861, 862, 866, 867",861,867,34,2,sources,4,1,3,mixed: accepted setting exists,5.0,9.0,9.0,7.0,0.0004575125886308422,0.000525687437953247,862,866,0.000525687437953247,0.0004168377772420101,0.00010884966071123686,6.817484932240478e-05,True
source_density_seed610_target2_runs888_890,source_density,"888, 889, 890",888,890,610,2,sources,3,0,3,all weak,5.0,11.0,9.0,11.0,0.0004635148613142473,0.0003969888696311423,889,890,0.0004802437917554997,0.0003969888696311423,8.32549221243574e-05,1.67289304412524e-05,True
source_density_seed610_target1_runs897_899,source_density,"897, 898, 899",897,899,610,1,sources,3,0,3,all weak,5.0,9.0,5.0,9.0,0.00046774104056094765,0.00041978793774009523,897,898,0.00046774104056094765,0.00041978793774009523,4.795310282085241e-05,0.0,True
source_density_seed1597_target1_runs907_908,source_density,"907, 908",907,908,1597,1,sources,2,1,1,mixed: accepted setting exists,5.0,9.0,9.0,5.0,0.0004919484655507289,0.0005127097593299497,908,907,0.0005127097593299497,0.0004919484655507289,2.0761293779220785e-05,2.0761293779220785e-05,True
source_density_seed2584_target0_runs910_911,source_density,"910, 911",910,911,2584,0,sources,2,1,1,mixed: accepted setting exists,8.0,9.0,9.0,8.0,0.0004822702499826803,0.000546882945448756,911,910,0.000546882945448756,0.0004822702499826803,6.46126954660757e-05,6.46126954660757e-05,True
source_density_seed6765_target0_runs919_920,source_density,"919, 920",919,920,6765,0,sources,2,1,1,mixed: accepted setting exists,8.0,9.0,9.0,8.0,0.0004905836985458975,0.0005485377271997952,920,919,0.0005485377271997952,0.0004905836985458975,5.795402865389765e-05,5.795402865389765e-05,True
source_density_seed6765_target2_runs921_922,source_density,"921, 922",921,922,6765,2,sources,2,1,1,mixed: accepted setting exists,5.0,9.0,9.0,5.0,0.00048404684295490566,0.0005066980362275209,922,921,0.0005066980362275209,0.00048404684295490566,2.2651193272615194e-05,2.2651193272615194e-05,True
source_density_seed10946_target0_runs925_926,source_density,"925, 926",925,926,10946,0,sources,2,1,1,mixed: accepted setting exists,8.0,9.0,9.0,8.0,0.00047492064304098525,0.0005206657181811639,926,925,0.0005206657181811639,0.00047492064304098525,4.5745075140178615e-05,4.5745075140178615e-05,True
source_density_seed10946_target2_runs927_928,source_density,"927, 928",927,928,10946,2,sources,2,1,1,mixed: accepted setting exists,5.0,9.0,9.0,5.0,0.0004932704751422594,0.0005592680978865686,928,927,0.0005592680978865686,0.0004932704751422594,6.599762274430918e-05,6.599762274430918e-05,True
source_density_seed17711_target0_runs931_932,source_density,"931, 932",931,932,17711,0,sources,2,1,1,mixed: accepted setting exists,8.0,9.0,9.0,8.0,0.0004845797865389162,0.0005524814441008156,932,931,0.0005524814441008156,0.0004845797865389162,6.790165756189945e-05,6.790165756189945e-05,True
source_density_seed75025_target2_runs945_946,source_density,"945, 946",945,946,75025,2,sources,2,1,1,mixed: accepted setting exists,5.0,9.0,9.0,5.0,0.00044726408372832566,0.0005008404819563418,946,945,0.0005008404819563418,0.00044726408372832566,5.357639822801616e-05,5.357639822801616e-05,True
source_density_seed121393_target0_runs949_951,source_density,"949, 950, 951",949,951,121393,0,sources,3,0,3,all weak,8.0,11.0,9.0,11.0,0.0004651123141212136,0.0004384714452066521,950,951,0.0004911751237054313,0.0004384714452066521,5.270367849877916e-05,2.606280958421768e-05,True
source_density_seed196418_target1_runs955_956,source_density,"955, 956",955,956,196418,1,sources,2,1,1,mixed: accepted setting exists,5.0,9.0,9.0,5.0,0.000480936856902342,0.0005895553265668138,956,955,0.0005895553265668138,0.000480936856902342,0.0001086184696644718,0.0001086184696644718,True
source_density_seed317811_target2_runs959_960,source_density,"959, 960",959,960,317811,2,sources,2,1,1,mixed: accepted setting exists,5.0,9.0,9.0,5.0,0.0004958066564649671,0.0005095657673821023,960,959,0.0005095657673821023,0.0004958066564649671,1.3759110917135192e-05,1.3759110917135192e-05,True
source_density_seed514229_target2_runs964_965,source_density,"964, 965",964,965,514229,2,sources,2,1,1,mixed: accepted setting exists,5.0,9.0,9.0,5.0,0.0004482191719307367,0.0005346562550830672,965,964,0.0005346562550830672,0.0004482191719307367,8.643708315233048e-05,8.643708315233048e-05,True
source_density_seed832040_target1_runs970_971,source_density,"970, 971",970,971,832040,1,sources,2,1,1,mixed: accepted setting exists,5.0,9.0,9.0,5.0,0.00039522005484788486,0.0005167230650288436,971,970,0.0005167230650288436,0.00039522005484788486,0.00012150301018095874,0.00012150301018095874,True
source_density_seed1346269_target0_runs973_975,source_density,"973, 974, 975",973,975,1346269,0,sources,3,1,2,mixed: accepted setting exists,8.0,11.0,11.0,9.0,0.0004991586823665586,0.000504309106353025,975,974,0.000504309106353025,0.0004727708075031589,3.1538298849866087e-05,5.150423986466368e-06,True
source_density_seed1346269_target2_runs976_1002,source_density,"976, 977, 1002",976,1002,1346269,2,sources,3,2,1,mixed: accepted setting exists,5.0,9.0,9.0,5.0,0.000491375986785867,0.0005640543234986736,977,976,0.0005640543234986736,0.000491375986785867,7.267833671280657e-05,7.267833671280657e-05,True
source_density_seed2178309_target1_runs982_984,source_density,"982, 983, 984",982,984,2178309,1,sources,3,0,3,all weak,5.0,11.0,5.0,11.0,0.00048213464698252523,0.0003915065802136755,982,984,0.00048213464698252523,0.0003915065802136755,9.062806676884971e-05,0.0,True
source_density_seed832040_target1_runs995_999,source_density,"995, 998, 999",995,999,832040,1,sources,3,1,2,mixed: accepted setting exists,5.0,9.0,9.0,5.0,0.0004179126462926265,0.0005297019812177742,999,995,0.0005297019812177742,0.0004179126462926265,0.00011178933492514767,0.00011178933492514767,True
source_density_seed5702887_target2_runs1012_1017,source_density,"1012, 1013, 1014, 1017",1012,1017,5702887,2,sources,4,0,4,all weak,5.0,11.0,9.0,7.0,0.00044191530808394483,0.00044217063737919497,1014,1013,0.0004834372798299437,0.00043294202115164333,5.049525867830036e-05,4.1521971745998865e-05,True
source_density_seed14930352_target0_runs1023_1026,source_density,"1023, 1025, 1026",1023,1026,14930352,0,sources,3,0,3,all weak,8.0,11.0,8.0,11.0,0.000493223378255362,0.0004500004824397989,1023,1026,0.000493223378255362,0.0004500004824397989,4.32228958155631e-05,0.0,True
source_density_seed14930352_target2_runs1027_1028,source_density,"1027, 1028",1027,1028,14930352,2,sources,2,1,1,mixed: accepted setting exists,5.0,7.0,7.0,5.0,0.0004964603560013436,0.0005147798830147741,1028,1027,0.0005147798830147741,0.0004964603560013436,1.831952701343044e-05,1.831952701343044e-05,True
source_density_seed102334155_target2_runs1042_1044,source_density,"1042, 1043, 1044",1042,1044,102334155,2,sources,3,1,2,mixed: accepted setting exists,5.0,9.0,9.0,5.0,0.0004590701995789044,0.0005819928401182839,1044,1042,0.0005819928401182839,0.0004590701995789044,0.00012292264053937949,0.00012292264053937949,True
source_density_seed267914296_target0_runs1050_1052,source_density,"1050, 1052",1050,1052,267914296,0,sources,2,1,1,mixed: accepted setting exists,8.0,9.0,9.0,8.0,0.0004963954316519678,0.0005319292381469522,1052,1050,0.0005319292381469522,0.0004963954316519678,3.553380649498443e-05,3.553380649498443e-05,True
source_density_seed267914296_target2_runs1053_1055,source_density,"1053, 1054, 1055",1053,1055,267914296,2,sources,3,1,2,mixed: accepted setting exists,5.0,9.0,9.0,7.0,0.0004922936799733914,0.0005183307323503392,1055,1054,0.0005183307323503392,0.0004728238574062734,4.550687494406583e-05,2.6037052376947853e-05,True
source_density_seed267914296_target1_runs1057_1058,source_density,"1057, 1058",1057,1058,267914296,1,sources,2,1,1,mixed: accepted setting exists,5.0,9.0,9.0,5.0,0.000489469268673378,0.0005079560391930624,1058,1057,0.0005079560391930624,0.000489469268673378,1.8486770519684365e-05,1.8486770519684365e-05,True
source_density_seed7778742049_target0_runs1079_1081,source_density,"1079, 1081",1079,1081,7778742049,0,sources,2,1,1,mixed: accepted setting exists,8.0,9.0,9.0,8.0,0.00046330777875553016,0.0005583697924243895,1081,1079,0.0005583697924243895,0.00046330777875553016,9.506201366885937e-05,9.506201366885937e-05,True
source_density_seed7778742049_target2_runs1082_1084,source_density,"1082, 1083, 1084",1082,1084,7778742049,2,sources,3,1,2,mixed: accepted setting exists,5.0,9.0,9.0,7.0,0.0004903626397887405,0.0005516418474932235,1084,1083,0.0005516418474932235,0.00047530424443151774,7.633760306170571e-05,6.127920770448297e-05,True
source_density_seed20365011074_target2_runs1090_1093,source_density,"1090, 1091, 1092, 1093",1090,1093,20365011074,2,sources,4,0,4,all weak,5.0,11.0,9.0,11.0,0.0004964072398872463,0.00040337751096314496,1092,1093,0.0004981292182178222,0.00040337751096314496,9.475170725467726e-05,1.7219783305759406e-06,True
source_density_seed32951280099_target2_runs1096_1098,source_density,"1096, 1097, 1098",1096,1098,32951280099,2,sources,3,1,2,mixed: accepted setting exists,5.0,9.0,9.0,7.0,0.0004841056789181043,0.0005051240384486809,1098,1097,0.0005051240384486809,0.00043916415530463604,6.595988314404486e-05,2.101835953057657e-05,True
source_density_seed53316291173_target2_runs1101_1104,source_density,"1101, 1102, 1103, 1104",1101,1104,53316291173,2,sources,4,0,4,all weak,5.0,11.0,9.0,11.0,0.0004000552827854685,0.0003695436784518537,1103,1104,0.00048225159629331285,0.0003695436784518537,0.00011270791784145917,8.219631350784434e-05,True
source_density_seed86267571272_target2_runs1107_1110,source_density,"1107, 1108, 1109, 1110",1107,1110,86267571272,2,sources,4,0,4,all weak,5.0,11.0,9.0,11.0,0.0004632625992457909,0.0003970767797316088,1109,1110,0.0004757869001718665,0.0003970767797316088,7.871012044025766e-05,1.2524300926075593e-05,True
source_density_seed139583862445_target1_runs1114_1115,source_density,"1114, 1115",1114,1115,139583862445,1,sources,2,1,1,mixed: accepted setting exists,5.0,9.0,9.0,5.0,0.00048111282853482984,0.0005083545042582488,1115,1114,0.0005083545042582488,0.00048111282853482984,2.7241675723418957e-05,2.7241675723418957e-05,True
source_density_seed1548008755920_target2_runs1133_1134,source_density,"1133, 1134",1133,1134,1548008755920,2,sources,2,1,1,mixed: accepted setting exists,5.0,7.0,7.0,5.0,0.0004738265501013257,0.0005015880071156976,1134,1133,0.0005015880071156976,0.0004738265501013257,2.7761457014371937e-05,2.7761457014371937e-05,True
source_density_seed2504730781961_target0_runs1136_1140,source_density,"1136, 1140",1136,1140,2504730781961,0,sources,2,1,1,mixed: accepted setting exists,8.0,9.0,9.0,8.0,0.0003872997551035255,0.0005296468874863534,1140,1136,0.0005296468874863534,0.0003872997551035255,0.00014234713238282792,0.00014234713238282792,True
source_density_seed10610209877723_target2_runs1150_1153,source_density,"1150, 1151, 1152, 1153",1150,1153,10610209877723,2,sources,4,0,4,all weak,5.0,11.0,9.0,11.0,0.0004718644969525197,0.00040762613056796564,1152,1153,0.0004831448366639131,0.00040762613056796564,7.551870609594745e-05,1.1280339711393361e-05,True
source_density_seed17167680207565_target2_runs1156_1158,source_density,"1156, 1157, 1158",1156,1158,17167680207565,2,sources,3,1,2,mixed: accepted setting exists,5.0,9.0,9.0,7.0,0.00045710203309611355,0.0005574012722111242,1158,1157,0.0005574012722111242,0.00043801987270902787,0.00011938139950209634,0.00010029923911501065,True
source_density_seed17167680207565_target1_runs1159_1160,source_density,"1159, 1160",1159,1160,17167680207565,1,sources,2,1,1,mixed: accepted setting exists,5.0,9.0,9.0,5.0,0.0004758490597364419,0.0005549433459421764,1160,1159,0.0005549433459421764,0.0004758490597364419,7.90942862057345e-05,7.90942862057345e-05,True
source_density_seed27777890085288_target2_runs1162_1164,source_density,"1162, 1163, 1164",1162,1164,27777890085288,2,sources,3,1,2,mixed: accepted setting exists,5.0,9.0,9.0,7.0,0.0004980430423444579,0.0005354413301595778,1164,1163,0.0005354413301595778,0.00048672300906324115,4.87183210963367e-05,3.7398287815119946e-05,True
source_density_seed72723460378141_target1_runs1172_1173,source_density,"1172, 1173",1172,1173,72723460378141,1,sources,2,1,1,mixed: accepted setting exists,5.0,9.0,9.0,5.0,0.0004343082708372914,0.0005446071517505105,1173,1172,0.0005446071517505105,0.0004343082708372914,0.0001102988809132191,0.0001102988809132191,True
source_density_seed117669030670994_target2_runs1175_1176,source_density,"1175, 1176",1175,1176,117669030670994,2,sources,2,1,1,mixed: accepted setting exists,5.0,7.0,7.0,5.0,0.0004937340794194077,0.0005036569714783543,1176,1175,0.0005036569714783543,0.0004937340794194077,9.922892058946559e-06,9.922892058946559e-06,True
source_density_seed308061521720129_target2_runs1184_1186,source_density,"1184, 1185, 1186",1184,1186,308061521720129,2,sources,3,0,3,all weak,5.0,9.0,5.0,9.0,0.0004908833829601021,0.0004443570122257927,1184,1186,0.0004908833829601021,0.0004443570122257927,4.652637073430943e-05,0.0,True
source_density_seed498454012769264_target2_runs1190_1192,source_density,"1190, 1191, 1192",1190,1192,498454012769264,2,sources,3,2,1,mixed: accepted setting exists,5.0,9.0,9.0,7.0,0.0005000581255750515,0.0005422296241293263,1192,1191,0.0005422296241293263,0.00043246154308875656,0.00010976808104056976,4.217149855427482e-05,True
source_density_seed806515534489393_target2_runs1195_1197,source_density,"1195, 1196, 1197",1195,1197,806515534489393,2,sources,3,1,2,mixed: accepted setting exists,5.0,9.0,9.0,7.0,0.00046263208847803494,0.0005191712607152121,1197,1196,0.0005191712607152121,0.00041508393493306164,0.00010408732578215049,5.653917223717719e-05,True
source_density_seed2111485081748050_target2_runs1203_1204,source_density,"1203, 1204",1203,1204,2111485081748050,2,sources,2,1,1,mixed: accepted setting exists,5.0,7.0,7.0,5.0,0.0004993853182263704,0.0005312582373106275,1204,1203,0.0005312582373106275,0.0004993853182263704,3.1872919084257115e-05,3.1872919084257115e-05,True
source_density_seed3416454629006707_target2_runs1207_1209,source_density,"1207, 1208, 1209",1207,1209,3416454629006707,2,sources,3,1,2,mixed: accepted setting exists,5.0,9.0,9.0,5.0,0.0004241681037456986,0.0005600952120929058,1209,1207,0.0005600952120929058,0.0004241681037456986,0.00013592710834720717,0.00013592710834720717,True
source_density_seed5527939710754757_target1_runs1216_1218,source_density,"1216, 1217, 1218",1216,1218,5527939710754757,1,sources,3,0,3,all weak,5.0,11.0,9.0,11.0,0.00045162443400258157,0.0003632038032129834,1217,1218,0.00048745687659920364,0.0003632038032129834,0.00012425307338622023,3.583244259662208e-05,True
tx_rx_offset_seed89_target0_runs744_756,tx_rx_offset,"744, 756",744,756,89,0,tx_rx_offset_mm,2,2,0,all accepted,50.0,60.0,50.0,60.0,0.0005798368714573787,0.000519308730541207,744,756,0.0005798368714573787,0.000519308730541207,6.052814091617176e-05,0.0,True
tx_rx_offset_seed89_target2_runs745_763,tx_rx_offset,"745, 755, 759, 760, 761, 762, 763",745,763,89,2,tx_rx_offset_mm,7,1,6,mixed: accepted setting exists,50.0,60.0,50.0,60.0,0.0009935884493872012,0.0004330190332822413,745,755,0.0009935884493872012,0.00043188752935175573,0.0005617009200354454,0.0,True
tx_rx_offset_seed89_target1_runs746_754,tx_rx_offset,"746, 754",746,754,89,1,tx_rx_offset_mm,2,2,0,all accepted,50.0,60.0,50.0,60.0,0.0005982895008500161,0.0005319351185865198,746,754,0.0005982895008500161,0.0005319351185865198,6.635438226349627e-05,0.0,True
tx_rx_offset_seed89_target2_runs765_769,tx_rx_offset,"765, 766, 767, 769",765,769,89,2,tx_rx_offset_mm,4,0,4,all weak,50.0390625,50.3125,50.0390625,50.3125,0.00047750984486668105,0.00047694269548865034,769,765,0.00047750984486668105,0.00047694269548865034,5.671493780307069e-07,0.0,True
tx_rx_offset_seed21_target2_runs771_772,tx_rx_offset,"771, 772",771,772,21,2,tx_rx_offset_mm,2,2,0,all accepted,50.0390625,50.3125,50.3125,50.0390625,0.0005770182159306955,0.0005779376330139405,772,771,0.0005779376330139405,0.0005770182159306955,9.194170832449444e-07,9.194170832449444e-07,True
tx_rx_offset_seed89_target0_runs799_800,tx_rx_offset,"799, 800",799,800,89,0,tx_rx_offset_mm,2,0,2,all weak,60.0,60.5,60.0,60.5,0.0004974545887538179,0.0004962653693771218,799,800,0.0004974545887538179,0.0004962653693771218,1.1892193766960268e-06,0.0,True
tx_rx_offset_seed610_target1_runs897_1236,tx_rx_offset,"897, 1224, 1234, 1235, 1236",897,1236,610,1,tx_rx_offset_mm,5,0,5,all weak,50.0,60.0,55.0,60.0,0.0004885135502654472,0.00046774104056094765,1235,897,0.0004968948629134814,0.00046774104056094765,2.9153822352533804e-05,8.381312648034211e-06,True
tx_rx_offset_seed832040_target1_runs970_997,tx_rx_offset,"970, 995, 996, 997",970,997,832040,1,tx_rx_offset_mm,4,0,4,all weak,50.0,60.0,52.5,60.0,0.0004148733716384176,0.00039522005484788486,995,970,0.0004179126462926265,0.00039522005484788486,2.2692591444741644e-05,3.0392746542089177e-06,True
tx_rx_offset_seed832040_target1_runs971_999,tx_rx_offset,"971, 999",971,999,832040,1,tx_rx_offset_mm,2,2,0,all accepted,52.5,60.0,52.5,60.0,0.0005297019812177742,0.0005167230650288436,999,971,0.0005297019812177742,0.0005167230650288436,1.2978916188930573e-05,0.0,True
