run_number,run_dir,summary_path,status,reason,figure_path,context_summary_path,figure_notes_path,width_px,height_px,unique_colors,nonwhite_fraction
843,outputs/experiments/843_coordinate_optimizer_variable_depth_radius_seed89_target2_sources5_txrx60_ringdown050_objectives,outputs/experiments/843_coordinate_optimizer_variable_depth_radius_seed89_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/843_coordinate_optimizer_variable_depth_radius_seed89_target2_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/843_coordinate_optimizer_variable_depth_radius_seed89_target2_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/843_coordinate_optimizer_variable_depth_radius_seed89_target2_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6566,0.11256356145992831
842,outputs/experiments/842_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown050_objectives,outputs/experiments/842_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/842_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/842_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/842_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6566,0.11264441370527037
841,outputs/experiments/841_seed13_ringdown050_target_specific_8_5_5_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
840,outputs/experiments/840_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown050_objectives,outputs/experiments/840_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/840_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/840_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/840_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6590,0.11736392849151647
839,outputs/experiments/839_coordinate_optimizer_variable_depth_radius_seed13_target0_sources5_txrx60_ringdown050_objectives,outputs/experiments/839_coordinate_optimizer_variable_depth_radius_seed13_target0_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/839_coordinate_optimizer_variable_depth_radius_seed13_target0_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/839_coordinate_optimizer_variable_depth_radius_seed13_target0_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/839_coordinate_optimizer_variable_depth_radius_seed13_target0_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6590,0.1172263543221166
838,outputs/experiments/838_coordinate_optimizer_variable_depth_radius_seed13_target2_sources5_txrx60_ringdown050_objectives,outputs/experiments/838_coordinate_optimizer_variable_depth_radius_seed13_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/838_coordinate_optimizer_variable_depth_radius_seed13_target2_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/838_coordinate_optimizer_variable_depth_radius_seed13_target2_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/838_coordinate_optimizer_variable_depth_radius_seed13_target2_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6590,0.11720379090481184
837,outputs/experiments/837_three_seed_target1_5source_ringdown050_transfer_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
836,outputs/experiments/836_coordinate_optimizer_variable_depth_radius_seed21_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/836_coordinate_optimizer_variable_depth_radius_seed21_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/836_coordinate_optimizer_variable_depth_radius_seed21_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/836_coordinate_optimizer_variable_depth_radius_seed21_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/836_coordinate_optimizer_variable_depth_radius_seed21_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6699,0.11948018900622562
835,outputs/experiments/835_coordinate_optimizer_variable_depth_radius_seed89_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/835_coordinate_optimizer_variable_depth_radius_seed89_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/835_coordinate_optimizer_variable_depth_radius_seed89_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/835_coordinate_optimizer_variable_depth_radius_seed89_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/835_coordinate_optimizer_variable_depth_radius_seed89_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6566,0.11254569875456204
834,outputs/experiments/834_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/834_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/834_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/834_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/834_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6590,0.11719282257695536
833,outputs/experiments/833_seed13_target1_5source_acquisition_boundary_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
832,outputs/experiments/832_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0475_objectives,outputs/experiments/832_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0475_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/832_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0475_objectives/figures/source_pulse_noise_context.png,outputs/experiments/832_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0475_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/832_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0475_objectives/figures/FIGURE_NOTES.md,2314,1379,6539,0.11730877347143816
831,outputs/experiments/831_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown046875_objectives,outputs/experiments/831_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown046875_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/831_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown046875_objectives/figures/source_pulse_noise_context.png,outputs/experiments/831_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown046875_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/831_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown046875_objectives/figures/FIGURE_NOTES.md,2314,1379,6563,0.1173419918358035
830,outputs/experiments/830_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown04625_objectives,outputs/experiments/830_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown04625_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/830_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown04625_objectives/figures/source_pulse_noise_context.png,outputs/experiments/830_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown04625_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/830_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown04625_objectives/figures/FIGURE_NOTES.md,2314,1379,6558,0.11717809367954808
829,outputs/experiments/829_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0459375_objectives,outputs/experiments/829_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/829_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0459375_objectives/figures/source_pulse_noise_context.png,outputs/experiments/829_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0459375_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/829_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,2314,1379,6513,0.11758956266456409
828,outputs/experiments/828_three_seed_alltargets_ringdown0459375_transfer_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
827,outputs/experiments/827_seed21_alltargets_ringdown0459375_transfer_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
826,outputs/experiments/826_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0459375_objectives,outputs/experiments/826_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/826_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0459375_objectives/figures/source_pulse_noise_context.png,outputs/experiments/826_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0459375_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/826_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,2314,1379,6628,0.11990325308068991
825,outputs/experiments/825_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown0459375_objectives,outputs/experiments/825_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/825_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown0459375_objectives/figures/source_pulse_noise_context.png,outputs/experiments/825_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown0459375_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/825_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,2314,1379,6628,0.1199151615509341
824,outputs/experiments/824_seed89_alltargets_ringdown0459375_transfer_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
823,outputs/experiments/823_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown0459375_objectives,outputs/experiments/823_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/823_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown0459375_objectives/figures/source_pulse_noise_context.png,outputs/experiments/823_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown0459375_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/823_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,2314,1379,6448,0.11285500560011483
822,outputs/experiments/822_coordinate_optimizer_variable_depth_radius_seed89_target2_sources9_txrx60_ringdown0459375_objectives,outputs/experiments/822_coordinate_optimizer_variable_depth_radius_seed89_target2_sources9_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/822_coordinate_optimizer_variable_depth_radius_seed89_target2_sources9_txrx60_ringdown0459375_objectives/figures/source_pulse_noise_context.png,outputs/experiments/822_coordinate_optimizer_variable_depth_radius_seed89_target2_sources9_txrx60_ringdown0459375_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/822_coordinate_optimizer_variable_depth_radius_seed89_target2_sources9_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,2314,1379,6448,0.11288791058368426
821,outputs/experiments/821_target1_three_seed_ringdown0459375_transfer_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
820,outputs/experiments/820_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown0459375_objectives,outputs/experiments/820_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/820_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown0459375_objectives/figures/source_pulse_noise_context.png,outputs/experiments/820_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown0459375_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/820_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,2314,1379,6628,0.11990419322307762
819,outputs/experiments/819_coordinate_optimizer_variable_depth_radius_seed89_target1_sources9_txrx60_ringdown0459375_objectives,outputs/experiments/819_coordinate_optimizer_variable_depth_radius_seed89_target1_sources9_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/819_coordinate_optimizer_variable_depth_radius_seed89_target1_sources9_txrx60_ringdown0459375_objectives/figures/source_pulse_noise_context.png,outputs/experiments/819_coordinate_optimizer_variable_depth_radius_seed89_target1_sources9_txrx60_ringdown0459375_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/819_coordinate_optimizer_variable_depth_radius_seed89_target1_sources9_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,2314,1379,6448,0.112870047878318
818,outputs/experiments/818_seed13_alltargets_ringdown0459375_policy_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
817,outputs/experiments/817_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown0459375_objectives,outputs/experiments/817_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/817_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown0459375_objectives/figures/source_pulse_noise_context.png,outputs/experiments/817_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown0459375_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/817_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,2314,1379,6513,0.11763124231041872
816,outputs/experiments/816_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown0459375_objectives,outputs/experiments/816_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/816_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown0459375_objectives/figures/source_pulse_noise_context.png,outputs/experiments/816_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown0459375_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/816_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,2314,1379,6513,0.11765474587011118
815,outputs/experiments/815_stronger_ringdown_seed13_target1_threshold_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
814,outputs/experiments/814_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0459375_objectives,outputs/experiments/814_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/814_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0459375_objectives/figures/source_pulse_noise_context.png,outputs/experiments/814_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0459375_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/814_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,2314,1379,6513,0.1176437775422547
813,outputs/experiments/813_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045625_objectives,outputs/experiments/813_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045625_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/813_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045625_objectives/figures/source_pulse_noise_context.png,outputs/experiments/813_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045625_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/813_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045625_objectives/figures/FIGURE_NOTES.md,2314,1379,6584,0.11752688650538419
812,outputs/experiments/812_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown04625_objectives,outputs/experiments/812_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown04625_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/812_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown04625_objectives/figures/source_pulse_noise_context.png,outputs/experiments/812_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown04625_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/812_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown04625_objectives/figures/FIGURE_NOTES.md,2314,1379,6558,0.11721851980221912
811,outputs/experiments/811_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0475_objectives,outputs/experiments/811_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0475_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/811_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0475_objectives/figures/source_pulse_noise_context.png,outputs/experiments/811_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0475_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/811_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0475_objectives/figures/FIGURE_NOTES.md,2314,1379,6539,0.11732130870327415
810,outputs/experiments/810_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown050_objectives,outputs/experiments/810_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/810_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/810_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/810_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6590,0.11723888955395258
809,outputs/experiments/809_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045_objectives,outputs/experiments/809_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/809_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045_objectives/figures/source_pulse_noise_context.png,outputs/experiments/809_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/809_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045_objectives/figures/FIGURE_NOTES.md,2314,1379,6572,0.11688508263538207
808,outputs/experiments/808_three_seed_target_specific_txrx60_ringdown035_policy_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
807,outputs/experiments/807_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown035_objectives,outputs/experiments/807_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/807_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown035_objectives/figures/source_pulse_noise_context.png,outputs/experiments/807_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown035_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/807_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown035_objectives/figures/FIGURE_NOTES.md,2314,1379,6452,0.11654193066387214
806,outputs/experiments/806_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown035_objectives,outputs/experiments/806_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/806_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown035_objectives/figures/source_pulse_noise_context.png,outputs/experiments/806_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown035_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/806_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown035_objectives/figures/FIGURE_NOTES.md,2314,1379,6452,0.11653096233601566
805,outputs/experiments/805_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown035_objectives,outputs/experiments/805_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/805_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown035_objectives/figures/source_pulse_noise_context.png,outputs/experiments/805_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown035_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/805_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown035_objectives/figures/FIGURE_NOTES.md,2314,1379,6452,0.11659426525678736
804,outputs/experiments/804_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown035_objectives,outputs/experiments/804_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/804_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown035_objectives/figures/source_pulse_noise_context.png,outputs/experiments/804_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown035_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/804_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown035_objectives/figures/FIGURE_NOTES.md,2314,1379,6571,0.11891453666962708
803,outputs/experiments/803_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown035_objectives,outputs/experiments/803_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/803_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown035_objectives/figures/source_pulse_noise_context.png,outputs/experiments/803_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown035_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/803_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown035_objectives/figures/FIGURE_NOTES.md,2314,1379,6571,0.11890356834177059
802,outputs/experiments/802_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown035_objectives,outputs/experiments/802_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/802_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown035_objectives/figures/source_pulse_noise_context.png,outputs/experiments/802_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown035_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/802_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown035_objectives/figures/FIGURE_NOTES.md,2314,1379,6571,0.1189555895538899
801,outputs/experiments/801_coordinate_optimizer_variable_depth_radius_seed89_alltargets_union15_txrx60_ringdown035_objectives,outputs/experiments/801_coordinate_optimizer_variable_depth_radius_seed89_alltargets_union15_txrx60_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/801_coordinate_optimizer_variable_depth_radius_seed89_alltargets_union15_txrx60_ringdown035_objectives/figures/source_pulse_noise_context.png,outputs/experiments/801_coordinate_optimizer_variable_depth_radius_seed89_alltargets_union15_txrx60_ringdown035_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/801_coordinate_optimizer_variable_depth_radius_seed89_alltargets_union15_txrx60_ringdown035_objectives/figures/FIGURE_NOTES.md,2314,1379,6319,0.11195716961986282
800,outputs/experiments/800_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60p5_linear_receiver_ringdown035_objectives,outputs/experiments/800_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60p5_linear_receiver_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/800_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60p5_linear_receiver_ringdown035_objectives/figures/source_pulse_noise_context.png,outputs/experiments/800_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60p5_linear_receiver_ringdown035_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/800_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60p5_linear_receiver_ringdown035_objectives/figures/FIGURE_NOTES.md,2314,1379,6360,0.11290357962347924
