run_number,run_dir,status,reason,inventory_path,figure_notes_path,animation_count,total_frames,animations
1069,outputs/experiments/1069_coordinate_optimizer_variable_depth_radius_seed1134903170_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1068,outputs/experiments/1068_coordinate_optimizer_variable_depth_radius_seed1134903170_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1067,outputs/experiments/1067_coordinate_optimizer_variable_depth_radius_seed1134903170_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1066,outputs/experiments/1066_coordinate_optimizer_variable_depth_radius_seed701408733_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1065,outputs/experiments/1065_coordinate_optimizer_variable_depth_radius_seed701408733_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1064,outputs/experiments/1064_coordinate_optimizer_variable_depth_radius_seed701408733_target0_sources8_txrx52p5_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1063,outputs/experiments/1063_coordinate_optimizer_variable_depth_radius_seed701408733_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1062,outputs/experiments/1062_coordinate_optimizer_variable_depth_radius_seed433494437_target1_sources5_txrx52p5_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1061,outputs/experiments/1061_coordinate_optimizer_variable_depth_radius_seed433494437_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1060,outputs/experiments/1060_coordinate_optimizer_variable_depth_radius_seed433494437_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1059,outputs/experiments/1059_coordinate_optimizer_variable_depth_radius_seed433494437_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1058,outputs/experiments/1058_coordinate_optimizer_variable_depth_radius_seed267914296_target1_sources9_txrx52p5_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1057,outputs/experiments/1057_coordinate_optimizer_variable_depth_radius_seed267914296_target1_sources5_txrx52p5_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1056,outputs/experiments/1056_coordinate_optimizer_variable_depth_radius_seed267914296_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1055,outputs/experiments/1055_coordinate_optimizer_variable_depth_radius_seed267914296_target2_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1054,outputs/experiments/1054_coordinate_optimizer_variable_depth_radius_seed267914296_target2_sources7_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1053,outputs/experiments/1053_coordinate_optimizer_variable_depth_radius_seed267914296_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
