run_number,run_dir,summary_path,status,reason,animation_path,context_summary_path,figure_notes_path,width_px,height_px,frame_count,unique_colors_midframe,nonwhite_fraction_midframe
834,outputs/experiments/834_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/834_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/834_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown050_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/834_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown050_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/834_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,977,621,36,255,0.6792656213687766
833,outputs/experiments/833_seed13_target1_5source_acquisition_boundary_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,,
832,outputs/experiments/832_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0475_objectives,outputs/experiments/832_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0475_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/832_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0475_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/832_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0475_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/832_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0475_objectives/figures/FIGURE_NOTES.md,977,621,36,256,0.6793513285436208
831,outputs/experiments/831_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown046875_objectives,outputs/experiments/831_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown046875_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/831_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown046875_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/831_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown046875_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/831_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown046875_objectives/figures/FIGURE_NOTES.md,977,621,36,256,0.6797403072602218
830,outputs/experiments/830_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown04625_objectives,outputs/experiments/830_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown04625_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/830_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown04625_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/830_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown04625_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/830_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown04625_objectives/figures/FIGURE_NOTES.md,977,621,36,256,0.6795590036211281
829,outputs/experiments/829_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0459375_objectives,outputs/experiments/829_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/829_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0459375_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/829_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0459375_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/829_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,977,621,36,256,0.6798655715926866
828,outputs/experiments/828_three_seed_alltargets_ringdown0459375_transfer_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,,
827,outputs/experiments/827_seed21_alltargets_ringdown0459375_transfer_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,,
826,outputs/experiments/826_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0459375_objectives,outputs/experiments/826_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/826_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0459375_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/826_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0459375_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/826_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,977,621,36,255,0.6810193220232826
825,outputs/experiments/825_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown0459375_objectives,outputs/experiments/825_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/825_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown0459375_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/825_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown0459375_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/825_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,977,621,36,255,0.6799908359251513
824,outputs/experiments/824_seed89_alltargets_ringdown0459375_transfer_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,,
823,outputs/experiments/823_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown0459375_objectives,outputs/experiments/823_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/823_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown0459375_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/823_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown0459375_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/823_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,977,621,36,255,0.681093491693821
822,outputs/experiments/822_coordinate_optimizer_variable_depth_radius_seed89_target2_sources9_txrx60_ringdown0459375_objectives,outputs/experiments/822_coordinate_optimizer_variable_depth_radius_seed89_target2_sources9_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/822_coordinate_optimizer_variable_depth_radius_seed89_target2_sources9_txrx60_ringdown0459375_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/822_coordinate_optimizer_variable_depth_radius_seed89_target2_sources9_txrx60_ringdown0459375_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/822_coordinate_optimizer_variable_depth_radius_seed89_target2_sources9_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,977,621,36,255,0.6800930252490041
821,outputs/experiments/821_target1_three_seed_ringdown0459375_transfer_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,,
820,outputs/experiments/820_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown0459375_objectives,outputs/experiments/820_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/820_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown0459375_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/820_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown0459375_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/820_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,977,621,36,256,0.6799084251801086
819,outputs/experiments/819_coordinate_optimizer_variable_depth_radius_seed89_target1_sources9_txrx60_ringdown0459375_objectives,outputs/experiments/819_coordinate_optimizer_variable_depth_radius_seed89_target1_sources9_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/819_coordinate_optimizer_variable_depth_radius_seed89_target1_sources9_txrx60_ringdown0459375_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/819_coordinate_optimizer_variable_depth_radius_seed89_target1_sources9_txrx60_ringdown0459375_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/819_coordinate_optimizer_variable_depth_radius_seed89_target1_sources9_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,977,621,36,256,0.6800089662890606
818,outputs/experiments/818_seed13_alltargets_ringdown0459375_policy_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,,
817,outputs/experiments/817_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown0459375_objectives,outputs/experiments/817_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/817_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown0459375_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/817_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown0459375_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/817_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,977,621,36,255,0.6810242666679852
816,outputs/experiments/816_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown0459375_objectives,outputs/experiments/816_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/816_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown0459375_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/816_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown0459375_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/816_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,977,621,36,255,0.6799957805698538
815,outputs/experiments/815_stronger_ringdown_seed13_target1_threshold_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,,
814,outputs/experiments/814_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0459375_objectives,outputs/experiments/814_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0459375_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/814_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0459375_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/814_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0459375_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/814_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0459375_objectives/figures/FIGURE_NOTES.md,977,621,36,256,0.6799133698248112
813,outputs/experiments/813_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045625_objectives,outputs/experiments/813_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045625_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/813_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045625_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/813_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045625_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/813_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045625_objectives/figures/FIGURE_NOTES.md,977,621,36,256,0.6797815126327431
812,outputs/experiments/812_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown04625_objectives,outputs/experiments/812_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown04625_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/812_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown04625_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/812_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown04625_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/812_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown04625_objectives/figures/FIGURE_NOTES.md,977,621,36,256,0.6796068018532528
811,outputs/experiments/811_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0475_objectives,outputs/experiments/811_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0475_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/811_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0475_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/811_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0475_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/811_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0475_objectives/figures/FIGURE_NOTES.md,977,621,36,256,0.6793991267757455
810,outputs/experiments/810_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown050_objectives,outputs/experiments/810_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/810_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown050_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/810_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown050_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/810_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,977,621,36,256,0.6793134196009012
809,outputs/experiments/809_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045_objectives,outputs/experiments/809_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/809_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/809_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/809_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045_objectives/figures/FIGURE_NOTES.md,977,621,36,256,0.6792705660134791
808,outputs/experiments/808_three_seed_target_specific_txrx60_ringdown035_policy_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,,
807,outputs/experiments/807_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown035_objectives,outputs/experiments/807_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/807_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown035_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/807_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown035_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/807_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown035_objectives/figures/FIGURE_NOTES.md,977,621,36,255,0.6793645142628276
806,outputs/experiments/806_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown035_objectives,outputs/experiments/806_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/806_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown035_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/806_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown035_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/806_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown035_objectives/figures/FIGURE_NOTES.md,977,621,36,256,0.6792821035177851
805,outputs/experiments/805_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown035_objectives,outputs/experiments/805_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/805_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown035_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/805_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown035_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/805_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown035_objectives/figures/FIGURE_NOTES.md,977,621,36,254,0.6803930003609591
804,outputs/experiments/804_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown035_objectives,outputs/experiments/804_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/804_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown035_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/804_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown035_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/804_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown035_objectives/figures/FIGURE_NOTES.md,977,621,36,255,0.679359569618125
803,outputs/experiments/803_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown035_objectives,outputs/experiments/803_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/803_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown035_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/803_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown035_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/803_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown035_objectives/figures/FIGURE_NOTES.md,977,621,36,256,0.6792771588730825
802,outputs/experiments/802_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown035_objectives,outputs/experiments/802_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/802_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown035_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/802_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown035_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/802_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown035_objectives/figures/FIGURE_NOTES.md,977,621,36,255,0.6803880557162565
801,outputs/experiments/801_coordinate_optimizer_variable_depth_radius_seed89_alltargets_union15_txrx60_ringdown035_objectives,outputs/experiments/801_coordinate_optimizer_variable_depth_radius_seed89_alltargets_union15_txrx60_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/801_coordinate_optimizer_variable_depth_radius_seed89_alltargets_union15_txrx60_ringdown035_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/801_coordinate_optimizer_variable_depth_radius_seed89_alltargets_union15_txrx60_ringdown035_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/801_coordinate_optimizer_variable_depth_radius_seed89_alltargets_union15_txrx60_ringdown035_objectives/figures/FIGURE_NOTES.md,977,621,36,254,0.6805726557851519
800,outputs/experiments/800_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60p5_linear_receiver_ringdown035_objectives,outputs/experiments/800_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60p5_linear_receiver_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/800_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60p5_linear_receiver_ringdown035_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/800_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60p5_linear_receiver_ringdown035_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/800_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60p5_linear_receiver_ringdown035_objectives/figures/FIGURE_NOTES.md,977,621,36,255,0.6828818048612451
799,outputs/experiments/799_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60_linear_receiver_ringdown035_objectives,outputs/experiments/799_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60_linear_receiver_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/799_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60_linear_receiver_ringdown035_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/799_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60_linear_receiver_ringdown035_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/799_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60_linear_receiver_ringdown035_objectives/figures/FIGURE_NOTES.md,977,621,36,255,0.6825142529383551
798,outputs/experiments/798_coordinate_optimizer_variable_depth_radius_seed89_target1_sources8_txrx60_ringdown035_objectives,outputs/experiments/798_coordinate_optimizer_variable_depth_radius_seed89_target1_sources8_txrx60_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/798_coordinate_optimizer_variable_depth_radius_seed89_target1_sources8_txrx60_ringdown035_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/798_coordinate_optimizer_variable_depth_radius_seed89_target1_sources8_txrx60_ringdown035_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/798_coordinate_optimizer_variable_depth_radius_seed89_target1_sources8_txrx60_ringdown035_objectives/figures/FIGURE_NOTES.md,977,621,36,256,0.6793974785608446
797,outputs/experiments/797_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60_ringdown035_objectives,outputs/experiments/797_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/797_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60_ringdown035_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/797_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60_ringdown035_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/797_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60_ringdown035_objectives/figures/FIGURE_NOTES.md,977,621,36,255,0.6807506629944439
796,outputs/experiments/796_coordinate_optimizer_variable_depth_radius_seed89_target2_sources9_txrx60_ringdown035_objectives,outputs/experiments/796_coordinate_optimizer_variable_depth_radius_seed89_target2_sources9_txrx60_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/796_coordinate_optimizer_variable_depth_radius_seed89_target2_sources9_txrx60_ringdown035_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/796_coordinate_optimizer_variable_depth_radius_seed89_target2_sources9_txrx60_ringdown035_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/796_coordinate_optimizer_variable_depth_radius_seed89_target2_sources9_txrx60_ringdown035_objectives/figures/FIGURE_NOTES.md,977,621,36,255,0.6794617589419779
795,outputs/experiments/795_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown035_objectives,outputs/experiments/795_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/795_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown035_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/795_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown035_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/795_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown035_objectives/figures/FIGURE_NOTES.md,977,621,36,254,0.6804622253867948
794,outputs/experiments/794_coordinate_optimizer_variable_depth_radius_seed89_target1_sources9_txrx60_ringdown035_objectives,outputs/experiments/794_coordinate_optimizer_variable_depth_radius_seed89_target1_sources9_txrx60_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/794_coordinate_optimizer_variable_depth_radius_seed89_target1_sources9_txrx60_ringdown035_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/794_coordinate_optimizer_variable_depth_radius_seed89_target1_sources9_txrx60_ringdown035_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/794_coordinate_optimizer_variable_depth_radius_seed89_target1_sources9_txrx60_ringdown035_objectives/figures/FIGURE_NOTES.md,977,621,36,256,0.6793776999820345
793,outputs/experiments/793_coordinate_optimizer_variable_depth_radius_seed89_target1_custom_widecenter_txrx60_ringdown025_objectives,outputs/experiments/793_coordinate_optimizer_variable_depth_radius_seed89_target1_custom_widecenter_txrx60_ringdown025_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing wave animation artifacts,outputs/experiments/793_coordinate_optimizer_variable_depth_radius_seed89_target1_custom_widecenter_txrx60_ringdown025_objectives/figures/geometric_wave_propagation.gif,outputs/experiments/793_coordinate_optimizer_variable_depth_radius_seed89_target1_custom_widecenter_txrx60_ringdown025_objectives/data/geometric_wave_propagation_summary.json,outputs/experiments/793_coordinate_optimizer_variable_depth_radius_seed89_target1_custom_widecenter_txrx60_ringdown025_objectives/figures/FIGURE_NOTES.md,977,621,36,256,0.6805792486447553
